,Statistic,Quarter,Eircode.Output,value
4066,New Dwelling Completion,2019Q2,A75: Castleblaney,16
4067,New Dwelling Completion,2019Q2,A81: Carrickmacross,16
4068,New Dwelling Completion,2019Q2,A82: Kells,21
4069,New Dwelling Completion,2019Q2,A83: Enfield,11
4070,New Dwelling Completion,2019Q2,A84: Ashbourne,67
4071,New Dwelling Completion,2019Q2,A85: Dunshaughlin,183
4072,New Dwelling Completion,2019Q2,A86: Dunboyne,1
4073,New Dwelling Completion,2019Q2,A91: Dundalk,88
4074,New Dwelling Completion,2019Q2,A92: Drogheda,133
4075,New Dwelling Completion,2019Q2,A94: Blackrock,12
4076,New Dwelling Completion,2019Q2,A96: Glenageary,34
4077,New Dwelling Completion,2019Q2,A98: Bray,29
4078,New Dwelling Completion,2019Q2,C15: Navan,142
4079,New Dwelling Completion,2019Q2,D01: Dublin 1,25
4080,New Dwelling Completion,2019Q2,D02: Dublin 2,17
4081,New Dwelling Completion,2019Q2,D03: Dublin 3,17
4082,New Dwelling Completion,2019Q2,D04: Dublin 4,24
4083,New Dwelling Completion,2019Q2,D05: Dublin 5,15
4084,New Dwelling Completion,2019Q2,D06: Dublin 6,9
4085,New Dwelling Completion,2019Q2,D07: Dublin 7,12
4086,New Dwelling Completion,2019Q2,D08: Dublin 8,41
4087,New Dwelling Completion,2019Q2,D09: Dublin 9,86
4088,New Dwelling Completion,2019Q2,D10: Dublin 10,0
4089,New Dwelling Completion,2019Q2,D11: Dublin 11,35
4090,New Dwelling Completion,2019Q2,D12: Dublin 12,9
4091,New Dwelling Completion,2019Q2,D13: Dublin 13,77
4092,New Dwelling Completion,2019Q2,D14: Dublin 14,98
4093,New Dwelling Completion,2019Q2,D15: Dublin 15,133
4094,New Dwelling Completion,2019Q2,D16: Dublin 16,61
4095,New Dwelling Completion,2019Q2,D17: Dublin 17,0
4096,New Dwelling Completion,2019Q2,D18: Dublin 18,32
4097,New Dwelling Completion,2019Q2,D20: Dublin 20,0
4098,New Dwelling Completion,2019Q2,D22: Dublin 22,30
4099,New Dwelling Completion,2019Q2,D24: Dublin 24,160
4100,New Dwelling Completion,2019Q2,D6W: Dublin 6W,113
4101,New Dwelling Completion,2019Q2,E21: Cahir,6
4102,New Dwelling Completion,2019Q2,E25: Cashel,7
4103,New Dwelling Completion,2019Q2,E32: Carrick-on-Suir,3
4104,New Dwelling Completion,2019Q2,E34: Tipperary,4
4105,New Dwelling Completion,2019Q2,E41: Thurles,23
4106,New Dwelling Completion,2019Q2,E45: Nenagh,13
4107,New Dwelling Completion,2019Q2,E53: Roscrea,6
4108,New Dwelling Completion,2019Q2,E91: Clonmel,22
4109,New Dwelling Completion,2019Q2,F12: Claremorris,13
4110,New Dwelling Completion,2019Q2,F23: Castlebar,19
4111,New Dwelling Completion,2019Q2,F26: Ballina,27
4112,New Dwelling Completion,2019Q2,F28: Westport,25
4113,New Dwelling Completion,2019Q2,F31: Ballinrobe,3
4114,New Dwelling Completion,2019Q2,F35: Ballyhaunis,0
4115,New Dwelling Completion,2019Q2,F42: Roscommon,11
4116,New Dwelling Completion,2019Q2,F45: Castlerea,16
4117,New Dwelling Completion,2019Q2,F52: Boyle,5
4118,New Dwelling Completion,2019Q2,F56: Ballymote,3
4119,New Dwelling Completion,2019Q2,F91: Sligo,37
4120,New Dwelling Completion,2019Q2,F92: Letterkenny,55
4121,New Dwelling Completion,2019Q2,F93: Lifford,35
4122,New Dwelling Completion,2019Q2,F94: Donegal,20
4123,New Dwelling Completion,2019Q2,H12: Cavan,7
4124,New Dwelling Completion,2019Q2,H14: Belturbet,5
4125,New Dwelling Completion,2019Q2,H16: Cootehill,6
4126,New Dwelling Completion,2019Q2,H18: Monaghan,25
4127,New Dwelling Completion,2019Q2,H23: Clones,0
4128,New Dwelling Completion,2019Q2,H53: Ballinasloe,27
4129,New Dwelling Completion,2019Q2,H54: Tuam,43
4130,New Dwelling Completion,2019Q2,H62: Loughrea,10
4131,New Dwelling Completion,2019Q2,H65: Athenry,5
4132,New Dwelling Completion,2019Q2,H71: Clifden,3
4133,New Dwelling Completion,2019Q2,H91: Galway,151
4134,New Dwelling Completion,2019Q2,K32: Balbriggan,64
4135,New Dwelling Completion,2019Q2,K34: Skerries,17
4136,New Dwelling Completion,2019Q2,K36: Malahide,61
4137,New Dwelling Completion,2019Q2,K45: Lusk,12
4138,New Dwelling Completion,2019Q2,K56: Rush,39
4139,New Dwelling Completion,2019Q2,K67: Swords,51
4140,New Dwelling Completion,2019Q2,K78: Lucan,134
4141,New Dwelling Completion,2019Q2,N37: Athlone,20
4142,New Dwelling Completion,2019Q2,N39: Longford,18
4143,New Dwelling Completion,2019Q2,N41: Carrick-on-Shannon,6
4144,New Dwelling Completion,2019Q2,N91: Mullingar,46
4145,New Dwelling Completion,2019Q2,P12: Macroom,13
4146,New Dwelling Completion,2019Q2,P14: Crookstown,4
4147,New Dwelling Completion,2019Q2,P17: Kinsale,35
4148,New Dwelling Completion,2019Q2,P24: Cobh,17
4149,New Dwelling Completion,2019Q2,P25: Midleton,49
4150,New Dwelling Completion,2019Q2,P31: Ballincollig,48
4151,New Dwelling Completion,2019Q2,P32: Rylane,9
4152,New Dwelling Completion,2019Q2,P36: Youghal,7
4153,New Dwelling Completion,2019Q2,P43: Carrigaline,71
4154,New Dwelling Completion,2019Q2,P47: Dunmanway,6
4155,New Dwelling Completion,2019Q2,P51: Mallow,35
4156,New Dwelling Completion,2019Q2,P56: Charleville,7
4157,New Dwelling Completion,2019Q2,P61: Fermoy,11
4158,New Dwelling Completion,2019Q2,P67: Mitchelstown,7
4159,New Dwelling Completion,2019Q2,P72: Bandon,24
4160,New Dwelling Completion,2019Q2,P75: Bantry,12
4161,New Dwelling Completion,2019Q2,P81: Skibbereen,15
4162,New Dwelling Completion,2019Q2,P85: Clonakilty,13
4163,New Dwelling Completion,2019Q2,R14: Athy,9
4164,New Dwelling Completion,2019Q2,R21: Mhuine Bheag,4
4165,New Dwelling Completion,2019Q2,R32: Portlaoise,39
4166,New Dwelling Completion,2019Q2,R35: Tullamore,21
4167,New Dwelling Completion,2019Q2,R42: Birr,10
4168,New Dwelling Completion,2019Q2,R45: Edenderry,5
4169,New Dwelling Completion,2019Q2,R51: Kildare,35
4170,New Dwelling Completion,2019Q2,R56: Curragh,13
4171,New Dwelling Completion,2019Q2,R93: Carlow,39
4172,New Dwelling Completion,2019Q2,R95: Kilkenny,29
4173,New Dwelling Completion,2019Q2,T12: Cork Southside,78
4174,New Dwelling Completion,2019Q2,T23: Cork Northside,61
4175,New Dwelling Completion,2019Q2,T34: Carrignavar,4
4176,New Dwelling Completion,2019Q2,T45: Glanmire,7
4177,New Dwelling Completion,2019Q2,T56: Watergrasshill,12
4178,New Dwelling Completion,2019Q2,V14: Shannon,31
4179,New Dwelling Completion,2019Q2,V15: Kilrush,7
4180,New Dwelling Completion,2019Q2,V23: Caherciveen,9
4181,New Dwelling Completion,2019Q2,V31: Listowel,10
4182,New Dwelling Completion,2019Q2,V35: Kilmallock,11
4183,New Dwelling Completion,2019Q2,V42: Newcastle West,9
4184,New Dwelling Completion,2019Q2,V92: Tralee,41
4185,New Dwelling Completion,2019Q2,V93: Killarney,40
4186,New Dwelling Completion,2019Q2,V94: Limerick,170
4187,New Dwelling Completion,2019Q2,V95: Ennis,59
4188,New Dwelling Completion,2019Q2,W12: Newbridge,16
4189,New Dwelling Completion,2019Q2,W23: Celbridge,120
4190,New Dwelling Completion,2019Q2,W34: Monasterevin,14
4191,New Dwelling Completion,2019Q2,W91: Naas,205
4192,New Dwelling Completion,2019Q2,X35: Dungarvan,16
4193,New Dwelling Completion,2019Q2,X42: Kilmacthomas,5
4194,New Dwelling Completion,2019Q2,X91: Waterford,64
4195,New Dwelling Completion,2019Q2,Y14: Arklow,21
4196,New Dwelling Completion,2019Q2,Y21: Enniscorthy,49
4197,New Dwelling Completion,2019Q2,Y25: Gorey,56
4198,New Dwelling Completion,2019Q2,Y34: New Ross,7
4199,New Dwelling Completion,2019Q2,Y35: Wexford,65
4200,New Dwelling Completion,2019Q3,All,5636
4201,New Dwelling Completion,2019Q3,A41: Ballyboughal,2
4202,New Dwelling Completion,2019Q3,A42: Garristown,4
4203,New Dwelling Completion,2019Q3,A45: Oldtown,1
4204,New Dwelling Completion,2019Q3,A63: Greystones,102
4205,New Dwelling Completion,2019Q3,A67: Wicklow,201
4206,New Dwelling Completion,2019Q3,A75: Castleblaney,14
4207,New Dwelling Completion,2019Q3,A81: Carrickmacross,28
4208,New Dwelling Completion,2019Q3,A82: Kells,33
4209,New Dwelling Completion,2019Q3,A83: Enfield,23
4210,New Dwelling Completion,2019Q3,A84: Ashbourne,30
4211,New Dwelling Completion,2019Q3,A85: Dunshaughlin,109
4212,New Dwelling Completion,2019Q3,A86: Dunboyne,5
4213,New Dwelling Completion,2019Q3,A91: Dundalk,120
4214,New Dwelling Completion,2019Q3,A92: Drogheda,149
4215,New Dwelling Completion,2019Q3,A94: Blackrock,16
4216,New Dwelling Completion,2019Q3,A96: Glenageary,209
4217,New Dwelling Completion,2019Q3,A98: Bray,15
4218,New Dwelling Completion,2019Q3,C15: Navan,150
4219,New Dwelling Completion,2019Q3,D01: Dublin 1,15
4220,New Dwelling Completion,2019Q3,D02: Dublin 2,4
4221,New Dwelling Completion,2019Q3,D03: Dublin 3,5
4222,New Dwelling Completion,2019Q3,D04: Dublin 4,25
4223,New Dwelling Completion,2019Q3,D05: Dublin 5,4
4224,New Dwelling Completion,2019Q3,D06: Dublin 6,27
4225,New Dwelling Completion,2019Q3,D07: Dublin 7,21
4226,New Dwelling Completion,2019Q3,D08: Dublin 8,50
4227,New Dwelling Completion,2019Q3,D09: Dublin 9,136
4228,New Dwelling Completion,2019Q3,D10: Dublin 10,19
4229,New Dwelling Completion,2019Q3,D11: Dublin 11,11
4230,New Dwelling Completion,2019Q3,D12: Dublin 12,30
4231,New Dwelling Completion,2019Q3,D13: Dublin 13,140
4232,New Dwelling Completion,2019Q3,D14: Dublin 14,119
4233,New Dwelling Completion,2019Q3,D15: Dublin 15,168
4234,New Dwelling Completion,2019Q3,D16: Dublin 16,156
4235,New Dwelling Completion,2019Q3,D17: Dublin 17,24
4236,New Dwelling Completion,2019Q3,D18: Dublin 18,77
4237,New Dwelling Completion,2019Q3,D20: Dublin 20,1
4238,New Dwelling Completion,2019Q3,D22: Dublin 22,65
4239,New Dwelling Completion,2019Q3,D24: Dublin 24,111
4240,New Dwelling Completion,2019Q3,D6W: Dublin 6W,88
4241,New Dwelling Completion,2019Q3,E21: Cahir,2
4242,New Dwelling Completion,2019Q3,E25: Cashel,4
4243,New Dwelling Completion,2019Q3,E32: Carrick-on-Suir,3
4244,New Dwelling Completion,2019Q3,E34: Tipperary,30
4245,New Dwelling Completion,2019Q3,E41: Thurles,16
4246,New Dwelling Completion,2019Q3,E45: Nenagh,13
4247,New Dwelling Completion,2019Q3,E53: Roscrea,2
4248,New Dwelling Completion,2019Q3,E91: Clonmel,10
4249,New Dwelling Completion,2019Q3,F12: Claremorris,14
4250,New Dwelling Completion,2019Q3,F23: Castlebar,23
4251,New Dwelling Completion,2019Q3,F26: Ballina,28
4252,New Dwelling Completion,2019Q3,F28: Westport,22
4253,New Dwelling Completion,2019Q3,F31: Ballinrobe,5
4254,New Dwelling Completion,2019Q3,F35: Ballyhaunis,4
4255,New Dwelling Completion,2019Q3,F42: Roscommon,15
4256,New Dwelling Completion,2019Q3,F45: Castlerea,12
4257,New Dwelling Completion,2019Q3,F52: Boyle,4
4258,New Dwelling Completion,2019Q3,F56: Ballymote,5
4259,New Dwelling Completion,2019Q3,F91: Sligo,27
4260,New Dwelling Completion,2019Q3,F92: Letterkenny,72
4261,New Dwelling Completion,2019Q3,F93: Lifford,46
4262,New Dwelling Completion,2019Q3,F94: Donegal,15
4263,New Dwelling Completion,2019Q3,H12: Cavan,14
4264,New Dwelling Completion,2019Q3,H14: Belturbet,2
4265,New Dwelling Completion,2019Q3,H16: Cootehill,3
4266,New Dwelling Completion,2019Q3,H18: Monaghan,57
4267,New Dwelling Completion,2019Q3,H23: Clones,0
4268,New Dwelling Completion,2019Q3,H53: Ballinasloe,28
4269,New Dwelling Completion,2019Q3,H54: Tuam,38
4270,New Dwelling Completion,2019Q3,H62: Loughrea,19
4271,New Dwelling Completion,2019Q3,H65: Athenry,17
4272,New Dwelling Completion,2019Q3,H71: Clifden,4
4273,New Dwelling Completion,2019Q3,H91: Galway,193
4274,New Dwelling Completion,2019Q3,K32: Balbriggan,62
4275,New Dwelling Completion,2019Q3,K34: Skerries,3
4276,New Dwelling Completion,2019Q3,K36: Malahide,156
4277,New Dwelling Completion,2019Q3,K45: Lusk,27
4278,New Dwelling Completion,2019Q3,K56: Rush,25
4279,New Dwelling Completion,2019Q3,K67: Swords,34
4280,New Dwelling Completion,2019Q3,K78: Lucan,113
4281,New Dwelling Completion,2019Q3,N37: Athlone,26
4282,New Dwelling Completion,2019Q3,N39: Longford,28
4283,New Dwelling Completion,2019Q3,N41: Carrick-on-Shannon,11
4284,New Dwelling Completion,2019Q3,N91: Mullingar,40
4285,New Dwelling Completion,2019Q3,P12: Macroom,13
4286,New Dwelling Completion,2019Q3,P14: Crookstown,3
4287,New Dwelling Completion,2019Q3,P17: Kinsale,22
4288,New Dwelling Completion,2019Q3,P24: Cobh,12
4289,New Dwelling Completion,2019Q3,P25: Midleton,25
4290,New Dwelling Completion,2019Q3,P31: Ballincollig,27
4291,New Dwelling Completion,2019Q3,P32: Rylane,3
4292,New Dwelling Completion,2019Q3,P36: Youghal,9
4293,New Dwelling Completion,2019Q3,P43: Carrigaline,26
4294,New Dwelling Completion,2019Q3,P47: Dunmanway,7
4295,New Dwelling Completion,2019Q3,P51: Mallow,60
4296,New Dwelling Completion,2019Q3,P56: Charleville,8
4297,New Dwelling Completion,2019Q3,P61: Fermoy,6
4298,New Dwelling Completion,2019Q3,P67: Mitchelstown,3
4299,New Dwelling Completion,2019Q3,P72: Bandon,25
4300,New Dwelling Completion,2019Q3,P75: Bantry,13
4301,New Dwelling Completion,2019Q3,P81: Skibbereen,5
4302,New Dwelling Completion,2019Q3,P85: Clonakilty,20
4303,New Dwelling Completion,2019Q3,R14: Athy,15
4304,New Dwelling Completion,2019Q3,R21: Mhuine Bheag,3
4305,New Dwelling Completion,2019Q3,R32: Portlaoise,79
4306,New Dwelling Completion,2019Q3,R35: Tullamore,24
4307,New Dwelling Completion,2019Q3,R42: Birr,9
4308,New Dwelling Completion,2019Q3,R45: Edenderry,18
4309,New Dwelling Completion,2019Q3,R51: Kildare,73
4310,New Dwelling Completion,2019Q3,R56: Curragh,3
4311,New Dwelling Completion,2019Q3,R93: Carlow,38
4312,New Dwelling Completion,2019Q3,R95: Kilkenny,82
4313,New Dwelling Completion,2019Q3,T12: Cork Southside,107
4314,New Dwelling Completion,2019Q3,T23: Cork Northside,32
4315,New Dwelling Completion,2019Q3,T34: Carrignavar,3
4316,New Dwelling Completion,2019Q3,T45: Glanmire,16
4317,New Dwelling Completion,2019Q3,T56: Watergrasshill,6
4318,New Dwelling Completion,2019Q3,V14: Shannon,0
4319,New Dwelling Completion,2019Q3,V15: Kilrush,6
4320,New Dwelling Completion,2019Q3,V23: Caherciveen,4
4321,New Dwelling Completion,2019Q3,V31: Listowel,5
4322,New Dwelling Completion,2019Q3,V35: Kilmallock,18
4323,New Dwelling Completion,2019Q3,V42: Newcastle West,11
4324,New Dwelling Completion,2019Q3,V92: Tralee,51
4325,New Dwelling Completion,2019Q3,V93: Killarney,47
4326,New Dwelling Completion,2019Q3,V94: Limerick,127
4327,New Dwelling Completion,2019Q3,V95: Ennis,70
4328,New Dwelling Completion,2019Q3,W12: Newbridge,30
4329,New Dwelling Completion,2019Q3,W23: Celbridge,164
4330,New Dwelling Completion,2019Q3,W34: Monasterevin,18
4331,New Dwelling Completion,2019Q3,W91: Naas,215
4332,New Dwelling Completion,2019Q3,X35: Dungarvan,26
4333,New Dwelling Completion,2019Q3,X42: Kilmacthomas,2
4334,New Dwelling Completion,2019Q3,X91: Waterford,113
4335,New Dwelling Completion,2019Q3,Y14: Arklow,25
4336,New Dwelling Completion,2019Q3,Y21: Enniscorthy,31
4337,New Dwelling Completion,2019Q3,Y25: Gorey,50
4338,New Dwelling Completion,2019Q3,Y34: New Ross,16
4339,New Dwelling Completion,2019Q3,Y35: Wexford,33
4340,New Dwelling Completion,2019Q4,All,6415
4341,New Dwelling Completion,2019Q4,A41: Ballyboughal,0
4342,New Dwelling Completion,2019Q4,A42: Garristown,4
4343,New Dwelling Completion,2019Q4,A45: Oldtown,2
4344,New Dwelling Completion,2019Q4,A63: Greystones,160
4345,New Dwelling Completion,2019Q4,A67: Wicklow,113
4346,New Dwelling Completion,2019Q4,A75: Castleblaney,22
4347,New Dwelling Completion,2019Q4,A81: Carrickmacross,21
4348,New Dwelling Completion,2019Q4,A82: Kells,33
4349,New Dwelling Completion,2019Q4,A83: Enfield,15
4350,New Dwelling Completion,2019Q4,A84: Ashbourne,8
4351,New Dwelling Completion,2019Q4,A85: Dunshaughlin,141
4352,New Dwelling Completion,2019Q4,A86: Dunboyne,3
4353,New Dwelling Completion,2019Q4,A91: Dundalk,120
4354,New Dwelling Completion,2019Q4,A92: Drogheda,161
4355,New Dwelling Completion,2019Q4,A94: Blackrock,17
4356,New Dwelling Completion,2019Q4,A96: Glenageary,74
4357,New Dwelling Completion,2019Q4,A98: Bray,13
4358,New Dwelling Completion,2019Q4,C15: Navan,95
4359,New Dwelling Completion,2019Q4,D01: Dublin 1,83
4360,New Dwelling Completion,2019Q4,D02: Dublin 2,0
4361,New Dwelling Completion,2019Q4,D03: Dublin 3,41
4362,New Dwelling Completion,2019Q4,D04: Dublin 4,57
4363,New Dwelling Completion,2019Q4,D05: Dublin 5,8
4364,New Dwelling Completion,2019Q4,D06: Dublin 6,7
4365,New Dwelling Completion,2019Q4,D07: Dublin 7,10
4366,New Dwelling Completion,2019Q4,D08: Dublin 8,145
4367,New Dwelling Completion,2019Q4,D09: Dublin 9,156
4368,New Dwelling Completion,2019Q4,D10: Dublin 10,0
4369,New Dwelling Completion,2019Q4,D11: Dublin 11,30
4370,New Dwelling Completion,2019Q4,D12: Dublin 12,122
4371,New Dwelling Completion,2019Q4,D13: Dublin 13,52
4372,New Dwelling Completion,2019Q4,D14: Dublin 14,23
4373,New Dwelling Completion,2019Q4,D15: Dublin 15,228
4374,New Dwelling Completion,2019Q4,D16: Dublin 16,56
4375,New Dwelling Completion,2019Q4,D17: Dublin 17,0
4376,New Dwelling Completion,2019Q4,D18: Dublin 18,108
4377,New Dwelling Completion,2019Q4,D20: Dublin 20,12
4378,New Dwelling Completion,2019Q4,D22: Dublin 22,13
4379,New Dwelling Completion,2019Q4,D24: Dublin 24,220
4380,New Dwelling Completion,2019Q4,D6W: Dublin 6W,5
4381,New Dwelling Completion,2019Q4,E21: Cahir,6
4382,New Dwelling Completion,2019Q4,E25: Cashel,7
4383,New Dwelling Completion,2019Q4,E32: Carrick-on-Suir,3
4384,New Dwelling Completion,2019Q4,E34: Tipperary,11
4385,New Dwelling Completion,2019Q4,E41: Thurles,16
4386,New Dwelling Completion,2019Q4,E45: Nenagh,8
4387,New Dwelling Completion,2019Q4,E53: Roscrea,7
4388,New Dwelling Completion,2019Q4,E91: Clonmel,17
4389,New Dwelling Completion,2019Q4,F12: Claremorris,17
4390,New Dwelling Completion,2019Q4,F23: Castlebar,30
4391,New Dwelling Completion,2019Q4,F26: Ballina,45
4392,New Dwelling Completion,2019Q4,F28: Westport,45
4393,New Dwelling Completion,2019Q4,F31: Ballinrobe,23
4394,New Dwelling Completion,2019Q4,F35: Ballyhaunis,9
4395,New Dwelling Completion,2019Q4,F42: Roscommon,20
4396,New Dwelling Completion,2019Q4,F45: Castlerea,17
4397,New Dwelling Completion,2019Q4,F52: Boyle,4
4398,New Dwelling Completion,2019Q4,F56: Ballymote,2
4399,New Dwelling Completion,2019Q4,F91: Sligo,23
4400,New Dwelling Completion,2019Q4,F92: Letterkenny,43
4401,New Dwelling Completion,2019Q4,F93: Lifford,32
4402,New Dwelling Completion,2019Q4,F94: Donegal,26
4403,New Dwelling Completion,2019Q4,H12: Cavan,8
4404,New Dwelling Completion,2019Q4,H14: Belturbet,4
4405,New Dwelling Completion,2019Q4,H16: Cootehill,2
4406,New Dwelling Completion,2019Q4,H18: Monaghan,18
4407,New Dwelling Completion,2019Q4,H23: Clones,0
4408,New Dwelling Completion,2019Q4,H53: Ballinasloe,27
4409,New Dwelling Completion,2019Q4,H54: Tuam,21
4410,New Dwelling Completion,2019Q4,H62: Loughrea,25
4411,New Dwelling Completion,2019Q4,H65: Athenry,18
4412,New Dwelling Completion,2019Q4,H71: Clifden,1
4413,New Dwelling Completion,2019Q4,H91: Galway,256
4414,New Dwelling Completion,2019Q4,K32: Balbriggan,60
4415,New Dwelling Completion,2019Q4,K34: Skerries,9
4416,New Dwelling Completion,2019Q4,K36: Malahide,134
4417,New Dwelling Completion,2019Q4,K45: Lusk,32
4418,New Dwelling Completion,2019Q4,K56: Rush,48
4419,New Dwelling Completion,2019Q4,K67: Swords,83
4420,New Dwelling Completion,2019Q4,K78: Lucan,225
4421,New Dwelling Completion,2019Q4,N37: Athlone,47
4422,New Dwelling Completion,2019Q4,N39: Longford,52
4423,New Dwelling Completion,2019Q4,N41: Carrick-on-Shannon,7
4424,New Dwelling Completion,2019Q4,N91: Mullingar,35
4425,New Dwelling Completion,2019Q4,P12: Macroom,34
4426,New Dwelling Completion,2019Q4,P14: Crookstown,8
4427,New Dwelling Completion,2019Q4,P17: Kinsale,39
4428,New Dwelling Completion,2019Q4,P24: Cobh,26
4429,New Dwelling Completion,2019Q4,P25: Midleton,53
4430,New Dwelling Completion,2019Q4,P31: Ballincollig,48
4431,New Dwelling Completion,2019Q4,P32: Rylane,4
4432,New Dwelling Completion,2019Q4,P36: Youghal,21
4433,New Dwelling Completion,2019Q4,P43: Carrigaline,90
4434,New Dwelling Completion,2019Q4,P47: Dunmanway,6
4435,New Dwelling Completion,2019Q4,P51: Mallow,53
4436,New Dwelling Completion,2019Q4,P56: Charleville,11
4437,New Dwelling Completion,2019Q4,P61: Fermoy,25
4438,New Dwelling Completion,2019Q4,P67: Mitchelstown,4
4439,New Dwelling Completion,2019Q4,P72: Bandon,16
4440,New Dwelling Completion,2019Q4,P75: Bantry,9
4441,New Dwelling Completion,2019Q4,P81: Skibbereen,9
4442,New Dwelling Completion,2019Q4,P85: Clonakilty,8
4443,New Dwelling Completion,2019Q4,R14: Athy,17
4444,New Dwelling Completion,2019Q4,R21: Mhuine Bheag,2
4445,New Dwelling Completion,2019Q4,R32: Portlaoise,78
4446,New Dwelling Completion,2019Q4,R35: Tullamore,47
4447,New Dwelling Completion,2019Q4,R42: Birr,15
4448,New Dwelling Completion,2019Q4,R45: Edenderry,23
4449,New Dwelling Completion,2019Q4,R51: Kildare,54
