Statistic,Quarter,NACE.Rev..2.Sector,value
Compensation of Employees at Constant Prices,2024Q2,Industry - of which Manufacturing,4247.7348413
Compensation of Employees at Constant Prices,2024Q2,Construction,1758.6708175
Compensation of Employees at Constant Prices,2024Q2,"Distribution, Transport, Hotels and Restaurants",6750.0839582
Compensation of Employees at Constant Prices,2024Q2,Information and Communication,3742.9102307
Compensation of Employees at Constant Prices,2024Q2,Financial and Insurance Activities,2779.5224758
Compensation of Employees at Constant Prices,2024Q2,Real Estate Activities,356.7162666
Compensation of Employees at Constant Prices,2024Q2,"Professional, Admin and Support Services",5909.5827829
Compensation of Employees at Constant Prices,2024Q2,"Public Admin, Education and Health",10398.3618996
Compensation of Employees at Constant Prices,2024Q2,"Arts, Entertainment and Other Services",677.1224542
Compensation of Employees at Constant Prices,2024Q2,All Sectors,37593.804008
Compensation of Employees at Constant Prices,2024Q3,"Agriculture, Forestry and Fishing",400.4041815
Compensation of Employees at Constant Prices,2024Q3,Industry (excl. Construction),4726.6301603
Compensation of Employees at Constant Prices,2024Q3,Industry - of which Manufacturing,4060.5664308
Compensation of Employees at Constant Prices,2024Q3,Construction,1822.2201072
Compensation of Employees at Constant Prices,2024Q3,"Distribution, Transport, Hotels and Restaurants",6724.0041715
Compensation of Employees at Constant Prices,2024Q3,Information and Communication,3599.1390881
Compensation of Employees at Constant Prices,2024Q3,Financial and Insurance Activities,2699.8211627
Compensation of Employees at Constant Prices,2024Q3,Real Estate Activities,484.3352034
Compensation of Employees at Constant Prices,2024Q3,"Professional, Admin and Support Services",5514.1136706
Compensation of Employees at Constant Prices,2024Q3,"Public Admin, Education and Health",9511.9007389
Compensation of Employees at Constant Prices,2024Q3,"Arts, Entertainment and Other Services",707.9978614
Compensation of Employees at Constant Prices,2024Q3,All Sectors,36190.5663457
Compensation of Employees at Constant Prices,2024Q4,"Agriculture, Forestry and Fishing",327.233354
Compensation of Employees at Constant Prices,2024Q4,Industry (excl. Construction),4616.1606268
Compensation of Employees at Constant Prices,2024Q4,Industry - of which Manufacturing,3906.0662514
Compensation of Employees at Constant Prices,2024Q4,Construction,1729.9610584
Compensation of Employees at Constant Prices,2024Q4,"Distribution, Transport, Hotels and Restaurants",6384.8681157
Compensation of Employees at Constant Prices,2024Q4,Information and Communication,3476.8379741
Compensation of Employees at Constant Prices,2024Q4,Financial and Insurance Activities,2812.3203803
Compensation of Employees at Constant Prices,2024Q4,Real Estate Activities,452.3173716
Compensation of Employees at Constant Prices,2024Q4,"Professional, Admin and Support Services",5204.1977749
Compensation of Employees at Constant Prices,2024Q4,"Public Admin, Education and Health",10518.483332
Compensation of Employees at Constant Prices,2024Q4,"Arts, Entertainment and Other Services",696.7586236
Compensation of Employees at Constant Prices,2024Q4,All Sectors,36219.1386113
Compensation of Employees at Constant Prices,2025Q1,"Agriculture, Forestry and Fishing",382.2854641
Compensation of Employees at Constant Prices,2025Q1,Industry (excl. Construction),4799.332655
Compensation of Employees at Constant Prices,2025Q1,Industry - of which Manufacturing,4136.2699333
Compensation of Employees at Constant Prices,2025Q1,Construction,1714.0231752
Compensation of Employees at Constant Prices,2025Q1,"Distribution, Transport, Hotels and Restaurants",6179.2692924
Compensation of Employees at Constant Prices,2025Q1,Information and Communication,3597.1745418
Compensation of Employees at Constant Prices,2025Q1,Financial and Insurance Activities,3032.0782832
Compensation of Employees at Constant Prices,2025Q1,Real Estate Activities,520.3378445
Compensation of Employees at Constant Prices,2025Q1,"Professional, Admin and Support Services",5502.9514782
Compensation of Employees at Constant Prices,2025Q1,"Public Admin, Education and Health",10463.7301984
Compensation of Employees at Constant Prices,2025Q1,"Arts, Entertainment and Other Services",725.5512627
Compensation of Employees at Constant Prices,2025Q1,All Sectors,36916.7341957
Compensation of Employees at Constant Prices,2025Q2,"Agriculture, Forestry and Fishing",381.4397908
Compensation of Employees at Constant Prices,2025Q2,Industry (excl. Construction),5057.0463386
Compensation of Employees at Constant Prices,2025Q2,Industry - of which Manufacturing,4418.7302114
Compensation of Employees at Constant Prices,2025Q2,Construction,1839.1102518
Compensation of Employees at Constant Prices,2025Q2,"Distribution, Transport, Hotels and Restaurants",6324.8066831
Compensation of Employees at Constant Prices,2025Q2,Information and Communication,4104.917964
Compensation of Employees at Constant Prices,2025Q2,Financial and Insurance Activities,3048.5095182
Compensation of Employees at Constant Prices,2025Q2,Real Estate Activities,356.5744694
Compensation of Employees at Constant Prices,2025Q2,"Professional, Admin and Support Services",6092.3183838
Compensation of Employees at Constant Prices,2025Q2,"Public Admin, Education and Health",10518.9118463
Compensation of Employees at Constant Prices,2025Q2,"Arts, Entertainment and Other Services",696.1729576
Compensation of Employees at Constant Prices,2025Q2,All Sectors,38419.8082036
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,"Agriculture, Forestry and Fishing",238.4262625
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,Industry (excl. Construction),3429.3127158
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,Industry - of which Manufacturing,3016.2125241
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,Construction,925.8254066
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,"Distribution, Transport, Hotels and Restaurants",4915.8290502
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,Information and Communication,1826.3859042
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,Financial and Insurance Activities,2049.7359406
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,Real Estate Activities,287.5465317
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,"Professional, Admin and Support Services",3052.9656222
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,"Public Admin, Education and Health",6381.312161
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,"Arts, Entertainment and Other Services",599.9233218
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q1,All Sectors,23736.1931613
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,"Agriculture, Forestry and Fishing",302.4790054
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,Industry (excl. Construction),3407.1528956
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,Industry - of which Manufacturing,3007.9717296
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,Construction,854.9193011
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,"Distribution, Transport, Hotels and Restaurants",4870.57916
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,Information and Communication,1755.6855982
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,Financial and Insurance Activities,2020.4351527
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,Real Estate Activities,280.9405057
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,"Professional, Admin and Support Services",2997.2784051
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,"Public Admin, Education and Health",6379.5089882
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,"Arts, Entertainment and Other Services",613.6073155
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q2,All Sectors,23501.4364351
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,"Agriculture, Forestry and Fishing",320.2053154
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,Industry (excl. Construction),3388.9436302
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,Industry - of which Manufacturing,3025.3412645
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,Construction,784.9624768
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,"Distribution, Transport, Hotels and Restaurants",4809.0514268
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,Information and Communication,1703.8829987
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,Financial and Insurance Activities,1902.4619267
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,Real Estate Activities,310.2316797
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,"Professional, Admin and Support Services",2787.8688682
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,"Public Admin, Education and Health",6398.0977498
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,"Arts, Entertainment and Other Services",615.838832
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q3,All Sectors,23073.5883215
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,"Agriculture, Forestry and Fishing",332.7222672
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,Industry (excl. Construction),3191.8762479
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,Industry - of which Manufacturing,2826.3618839
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,Construction,704.8006393
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,"Distribution, Transport, Hotels and Restaurants",4614.2012886
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,Information and Communication,1619.8911652
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,Financial and Insurance Activities,1851.6853796
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,Real Estate Activities,270.2260857
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,"Professional, Admin and Support Services",2769.0259786
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,"Public Admin, Education and Health",6142.8301599
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,"Arts, Entertainment and Other Services",584.2582578
Compensation of Employees at Constant Prices (Seasonally Adjusted),2010Q4,All Sectors,22089.1285425
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,"Agriculture, Forestry and Fishing",326.5673977
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,Industry (excl. Construction),3339.8244648
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,Industry - of which Manufacturing,3020.3346782
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,Construction,774.1734965
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,"Distribution, Transport, Hotels and Restaurants",4569.9350601
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,Information and Communication,1692.2217857
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,Financial and Insurance Activities,1977.7742266
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,Real Estate Activities,221.3691758
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,"Professional, Admin and Support Services",2990.0565453
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,"Public Admin, Education and Health",6367.2587761
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,"Arts, Entertainment and Other Services",653.6636409
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q1,All Sectors,22951.4689453
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,"Agriculture, Forestry and Fishing",311.5403315
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,Industry (excl. Construction),3275.4068516
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,Industry - of which Manufacturing,2977.4663541
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,Construction,766.2826969
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,"Distribution, Transport, Hotels and Restaurants",4746.578676
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,Information and Communication,1716.2953387
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,Financial and Insurance Activities,1964.8108702
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,Real Estate Activities,242.1451388
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,"Professional, Admin and Support Services",3068.0970345
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,"Public Admin, Education and Health",6237.3313667
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,"Arts, Entertainment and Other Services",600.130056
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q2,All Sectors,22881.9689558
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,"Agriculture, Forestry and Fishing",288.0890099
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,Industry (excl. Construction),3231.0841063
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,Industry - of which Manufacturing,2926.5631628
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,Construction,758.4292184
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,"Distribution, Transport, Hotels and Restaurants",4782.2760196
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,Information and Communication,1684.984881
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,Financial and Insurance Activities,1827.2487241
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,Real Estate Activities,246.0862368
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,"Professional, Admin and Support Services",2840.3969742
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,"Public Admin, Education and Health",6024.9493356
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,"Arts, Entertainment and Other Services",599.7186473
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q3,All Sectors,22259.9752622
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,"Agriculture, Forestry and Fishing",268.9383623
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,Industry (excl. Construction),3280.6454086
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,Industry - of which Manufacturing,2963.3562817
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,Construction,756.8797644
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,"Distribution, Transport, Hotels and Restaurants",4654.0853842
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,Information and Communication,1720.3000155
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,Financial and Insurance Activities,1886.0977265
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,Real Estate Activities,297.1593357
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,"Professional, Admin and Support Services",2819.9814205
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,"Public Admin, Education and Health",6203.4358649
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,"Arts, Entertainment and Other Services",621.4364243
Compensation of Employees at Constant Prices (Seasonally Adjusted),2011Q4,All Sectors,22511.4147555
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,"Agriculture, Forestry and Fishing",271.7162713
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,Industry (excl. Construction),3251.8801871
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,Industry - of which Manufacturing,2930.3163846
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,Construction,725.2562929
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,"Distribution, Transport, Hotels and Restaurants",4652.785783
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,Information and Communication,1779.1411365
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,Financial and Insurance Activities,1842.9211386
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,Real Estate Activities,331.6443437
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,"Professional, Admin and Support Services",2851.6859697
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,"Public Admin, Education and Health",6126.2233426
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,"Arts, Entertainment and Other Services",631.0116907
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q1,All Sectors,22405.5292906
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,"Agriculture, Forestry and Fishing",291.5448661
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,Industry (excl. Construction),3160.1089122
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,Industry - of which Manufacturing,2883.7165382
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,Construction,667.7801755
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,"Distribution, Transport, Hotels and Restaurants",4600.1746196
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,Information and Communication,1801.3083972
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,Financial and Insurance Activities,1823.2936579
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,Real Estate Activities,297.3787677
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,"Professional, Admin and Support Services",2867.0727401
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,"Public Admin, Education and Health",6241.342358
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,"Arts, Entertainment and Other Services",662.7563231
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q2,All Sectors,22368.4222274
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,"Agriculture, Forestry and Fishing",314.2015406
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,Industry (excl. Construction),3141.3018301
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,Industry - of which Manufacturing,2875.466219
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,Construction,665.4176872
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,"Distribution, Transport, Hotels and Restaurants",4771.8303436
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,Information and Communication,1820.6291433
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,Financial and Insurance Activities,1904.2146374
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,Real Estate Activities,279.0600077
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,"Professional, Admin and Support Services",2985.838861
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,"Public Admin, Education and Health",6330.025096
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,"Arts, Entertainment and Other Services",667.6247654
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q3,All Sectors,22837.4650101
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,"Agriculture, Forestry and Fishing",307.1873192
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,Industry (excl. Construction),3217.2056623
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,Industry - of which Manufacturing,2975.5015183
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,Construction,690.17162
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,"Distribution, Transport, Hotels and Restaurants",4724.0434493
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,Information and Communication,1924.693525
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,Financial and Insurance Activities,1942.1528467
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,Real Estate Activities,273.9301117
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,"Professional, Admin and Support Services",3018.8861751
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,"Public Admin, Education and Health",6316.4138616
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,"Arts, Entertainment and Other Services",610.6265709
Compensation of Employees at Constant Prices (Seasonally Adjusted),2012Q4,All Sectors,22955.3238136
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,"Agriculture, Forestry and Fishing",311.1728756
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,Industry (excl. Construction),3256.9354069
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,Industry - of which Manufacturing,2992.8337395
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,Construction,618.4042869
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,"Distribution, Transport, Hotels and Restaurants",4797.3650317
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,Information and Communication,1785.6786686
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,Financial and Insurance Activities,1918.4741368
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,Real Estate Activities,255.7485378
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,"Professional, Admin and Support Services",2948.2087228
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,"Public Admin, Education and Health",6380.3498853
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,"Arts, Entertainment and Other Services",623.4048137
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q1,All Sectors,22888.3954498
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,"Agriculture, Forestry and Fishing",310.0051775
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,Industry (excl. Construction),3332.1178178
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,Industry - of which Manufacturing,3005.132299
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,Construction,732.9371157
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,"Distribution, Transport, Hotels and Restaurants",4860.1527665
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,Information and Communication,1826.0015013
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,Financial and Insurance Activities,1919.7158756
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,Real Estate Activities,286.4671237
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,"Professional, Admin and Support Services",2936.677224
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,"Public Admin, Education and Health",6375.3527316
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,"Arts, Entertainment and Other Services",647.7744461
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q2,All Sectors,23200.0864067
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,"Agriculture, Forestry and Fishing",311.4639871
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,Industry (excl. Construction),3385.1992474
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,Industry - of which Manufacturing,3037.0169756
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,Construction,739.1928375
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,"Distribution, Transport, Hotels and Restaurants",5015.0682752
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,Information and Communication,1895.5428834
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,Financial and Insurance Activities,1934.7564162
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,Real Estate Activities,191.1683338
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,"Professional, Admin and Support Services",3181.9894926
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,"Public Admin, Education and Health",6406.3238921
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,"Arts, Entertainment and Other Services",634.6636234
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q3,All Sectors,23648.4233985
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,"Agriculture, Forestry and Fishing",314.5102098
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,Industry (excl. Construction),3390.6502892
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,Industry - of which Manufacturing,2996.976368
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,Construction,734.6720697
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,"Distribution, Transport, Hotels and Restaurants",4918.8188713
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,Information and Communication,1899.6947915
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,Financial and Insurance Activities,1903.8827894
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,Real Estate Activities,270.6868337
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,"Professional, Admin and Support Services",3298.8511265
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,"Public Admin, Education and Health",6496.6871423
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,"Arts, Entertainment and Other Services",611.3802495
Compensation of Employees at Constant Prices (Seasonally Adjusted),2013Q4,All Sectors,23735.218345
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,"Agriculture, Forestry and Fishing",302.9508836
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,Industry (excl. Construction),3351.7796099
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,Industry - of which Manufacturing,3008.3959325
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,Construction,733.4990095
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,"Distribution, Transport, Hotels and Restaurants",4874.963188
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,Information and Communication,1890.9247824
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,Financial and Insurance Activities,1908.9307666
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,Real Estate Activities,273.8870657
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,"Professional, Admin and Support Services",3261.3358429
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,"Public Admin, Education and Health",6529.2873327
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,"Arts, Entertainment and Other Services",628.0790797
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q1,All Sectors,23678.8535217
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,"Agriculture, Forestry and Fishing",288.3195469
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,Industry (excl. Construction),3406.9928469
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,Industry - of which Manufacturing,3031.6183229
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,Construction,755.6008122
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,"Distribution, Transport, Hotels and Restaurants",5034.6841802
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,Information and Communication,1950.1585405
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,Financial and Insurance Activities,1833.6084367
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,Real Estate Activities,260.0632417
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,"Professional, Admin and Support Services",3327.7961835
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,"Public Admin, Education and Health",6621.1809539
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,"Arts, Entertainment and Other Services",631.8725306
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q2,All Sectors,24019.8761604
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,"Agriculture, Forestry and Fishing",294.6297753
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,Industry (excl. Construction),3415.4941532
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,Industry - of which Manufacturing,3068.0250475
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,Construction,808.1147816
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,"Distribution, Transport, Hotels and Restaurants",5088.488852
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,Information and Communication,1878.13271
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,Financial and Insurance Activities,1961.195419
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,Real Estate Activities,338.9395367
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,"Professional, Admin and Support Services",3289.3705774
