Statistic,Month,Taxation.Class,value
Vehicles Licensed for the First Time,2013 May,Secondhand Tractors,158.0
Vehicles Licensed for the First Time,2013 May,Secondhand Other Vehicles,382.0
Vehicles Licensed for the First Time,2013 May,Secondhand Motor Cycles,183.0
Vehicles Licensed for the First Time,2013 June,All Vehicles,10060.0
Vehicles Licensed for the First Time,2013 June,New Vehicles,4609.0
Vehicles Licensed for the First Time,2013 June,New Private Cars,3293.0
Vehicles Licensed for the First Time,2013 June,New Goods Vehicles,745.0
Vehicles Licensed for the First Time,2013 June,New Tractors,191.0
Vehicles Licensed for the First Time,2013 June,New Motor Cycles,62.0
Vehicles Licensed for the First Time,2013 June,New Exempt Vehicles,245.0
Vehicles Licensed for the First Time,2013 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",73.0
Vehicles Licensed for the First Time,2013 June,Secondhand Vehicles,5451.0
Vehicles Licensed for the First Time,2013 June,Secondhand Private Cars,4183.0
Vehicles Licensed for the First Time,2013 June,Secondhand Goods Vehicles,630.0
Vehicles Licensed for the First Time,2013 June,Secondhand Tractors,160.0
Vehicles Licensed for the First Time,2013 June,Secondhand Other Vehicles,325.0
Vehicles Licensed for the First Time,2013 June,Secondhand Motor Cycles,153.0
Vehicles Licensed for the First Time,2013 July,All Vehicles,17426.0
Vehicles Licensed for the First Time,2013 July,New Vehicles,11228.0
Vehicles Licensed for the First Time,2013 July,New Private Cars,9306.0
Vehicles Licensed for the First Time,2013 July,New Goods Vehicles,953.0
Vehicles Licensed for the First Time,2013 July,New Tractors,248.0
Vehicles Licensed for the First Time,2013 July,New Motor Cycles,104.0
Vehicles Licensed for the First Time,2013 July,New Exempt Vehicles,527.0
Vehicles Licensed for the First Time,2013 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",90.0
Vehicles Licensed for the First Time,2013 July,Secondhand Vehicles,6198.0
Vehicles Licensed for the First Time,2013 July,Secondhand Private Cars,4587.0
Vehicles Licensed for the First Time,2013 July,Secondhand Goods Vehicles,692.0
Vehicles Licensed for the First Time,2013 July,Secondhand Tractors,235.0
Vehicles Licensed for the First Time,2013 July,Secondhand Other Vehicles,432.0
Vehicles Licensed for the First Time,2013 July,Secondhand Motor Cycles,252.0
Vehicles Licensed for the First Time,2013 August,All Vehicles,12519.0
Vehicles Licensed for the First Time,2013 August,New Vehicles,6416.0
Vehicles Licensed for the First Time,2013 August,New Private Cars,4504.0
Vehicles Licensed for the First Time,2013 August,New Goods Vehicles,1018.0
Vehicles Licensed for the First Time,2013 August,New Tractors,345.0
Vehicles Licensed for the First Time,2013 August,New Motor Cycles,88.0
Vehicles Licensed for the First Time,2013 August,New Exempt Vehicles,298.0
Vehicles Licensed for the First Time,2013 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",163.0
Vehicles Licensed for the First Time,2013 August,Secondhand Vehicles,6103.0
Vehicles Licensed for the First Time,2013 August,Secondhand Private Cars,4422.0
Vehicles Licensed for the First Time,2013 August,Secondhand Goods Vehicles,572.0
Vehicles Licensed for the First Time,2013 August,Secondhand Tractors,427.0
Vehicles Licensed for the First Time,2013 August,Secondhand Other Vehicles,518.0
Vehicles Licensed for the First Time,2013 August,Secondhand Motor Cycles,164.0
Vehicles Licensed for the First Time,2013 September,All Vehicles,16659.0
Vehicles Licensed for the First Time,2013 September,New Vehicles,6636.0
Vehicles Licensed for the First Time,2013 September,New Private Cars,3257.0
Vehicles Licensed for the First Time,2013 September,New Goods Vehicles,972.0
Vehicles Licensed for the First Time,2013 September,New Tractors,1712.0
Vehicles Licensed for the First Time,2013 September,New Motor Cycles,77.0
Vehicles Licensed for the First Time,2013 September,New Exempt Vehicles,277.0
Vehicles Licensed for the First Time,2013 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",341.0
Vehicles Licensed for the First Time,2013 September,Secondhand Vehicles,10023.0
Vehicles Licensed for the First Time,2013 September,Secondhand Private Cars,4735.0
Vehicles Licensed for the First Time,2013 September,Secondhand Goods Vehicles,849.0
Vehicles Licensed for the First Time,2013 September,Secondhand Tractors,2985.0
Vehicles Licensed for the First Time,2013 September,Secondhand Other Vehicles,1254.0
Vehicles Licensed for the First Time,2013 September,Secondhand Motor Cycles,200.0
Vehicles Licensed for the First Time,2013 October,All Vehicles,12703.0
Vehicles Licensed for the First Time,2013 October,New Vehicles,4974.0
Vehicles Licensed for the First Time,2013 October,New Private Cars,2832.0
Vehicles Licensed for the First Time,2013 October,New Goods Vehicles,973.0
Vehicles Licensed for the First Time,2013 October,New Tractors,683.0
Vehicles Licensed for the First Time,2013 October,New Motor Cycles,78.0
Vehicles Licensed for the First Time,2013 October,New Exempt Vehicles,239.0
Vehicles Licensed for the First Time,2013 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",169.0
Vehicles Licensed for the First Time,2013 October,Secondhand Vehicles,7729.0
Vehicles Licensed for the First Time,2013 October,Secondhand Private Cars,4658.0
Vehicles Licensed for the First Time,2013 October,Secondhand Goods Vehicles,747.0
Vehicles Licensed for the First Time,2013 October,Secondhand Tractors,1439.0
Vehicles Licensed for the First Time,2013 October,Secondhand Other Vehicles,742.0
Vehicles Licensed for the First Time,2013 October,Secondhand Motor Cycles,143.0
Vehicles Licensed for the First Time,2013 November,All Vehicles,8860.0
Vehicles Licensed for the First Time,2013 November,New Vehicles,2499.0
Vehicles Licensed for the First Time,2013 November,New Private Cars,1307.0
Vehicles Licensed for the First Time,2013 November,New Goods Vehicles,739.0
Vehicles Licensed for the First Time,2013 November,New Tractors,182.0
Vehicles Licensed for the First Time,2013 November,New Motor Cycles,45.0
Vehicles Licensed for the First Time,2013 November,New Exempt Vehicles,155.0
Vehicles Licensed for the First Time,2013 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",71.0
Vehicles Licensed for the First Time,2013 November,Secondhand Vehicles,6361.0
Vehicles Licensed for the First Time,2013 November,Secondhand Private Cars,4486.0
Vehicles Licensed for the First Time,2013 November,Secondhand Goods Vehicles,807.0
Vehicles Licensed for the First Time,2013 November,Secondhand Tractors,482.0
Vehicles Licensed for the First Time,2013 November,Secondhand Other Vehicles,493.0
Vehicles Licensed for the First Time,2013 November,Secondhand Motor Cycles,93.0
Vehicles Licensed for the First Time,2013 December,All Vehicles,5662.0
Vehicles Licensed for the First Time,2013 December,New Vehicles,1112.0
Vehicles Licensed for the First Time,2013 December,New Private Cars,639.0
Vehicles Licensed for the First Time,2013 December,New Goods Vehicles,271.0
Vehicles Licensed for the First Time,2013 December,New Tractors,105.0
Vehicles Licensed for the First Time,2013 December,New Motor Cycles,27.0
Vehicles Licensed for the First Time,2013 December,New Exempt Vehicles,37.0
Vehicles Licensed for the First Time,2013 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",33.0
Vehicles Licensed for the First Time,2013 December,Secondhand Vehicles,4550.0
Vehicles Licensed for the First Time,2013 December,Secondhand Private Cars,3181.0
Vehicles Licensed for the First Time,2013 December,Secondhand Goods Vehicles,689.0
Vehicles Licensed for the First Time,2013 December,Secondhand Tractors,256.0
Vehicles Licensed for the First Time,2013 December,Secondhand Other Vehicles,352.0
Vehicles Licensed for the First Time,2013 December,Secondhand Motor Cycles,72.0
Vehicles Licensed for the First Time,2014 January,All Vehicles,23701.0
Vehicles Licensed for the First Time,2014 January,New Vehicles,18328.0
Vehicles Licensed for the First Time,2014 January,New Private Cars,15975.0
Vehicles Licensed for the First Time,2014 January,New Goods Vehicles,1390.0
Vehicles Licensed for the First Time,2014 January,New Tractors,252.0
Vehicles Licensed for the First Time,2014 January,New Motor Cycles,88.0
Vehicles Licensed for the First Time,2014 January,New Exempt Vehicles,509.0
Vehicles Licensed for the First Time,2014 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",114.0
Vehicles Licensed for the First Time,2014 January,Secondhand Vehicles,5373.0
Vehicles Licensed for the First Time,2014 January,Secondhand Private Cars,3966.0
Vehicles Licensed for the First Time,2014 January,Secondhand Goods Vehicles,774.0
Vehicles Licensed for the First Time,2014 January,Secondhand Tractors,242.0
Vehicles Licensed for the First Time,2014 January,Secondhand Other Vehicles,318.0
Vehicles Licensed for the First Time,2014 January,Secondhand Motor Cycles,73.0
Vehicles Licensed for the First Time,2014 February,All Vehicles,20419.0
Vehicles Licensed for the First Time,2014 February,New Vehicles,14547.0
Vehicles Licensed for the First Time,2014 February,New Private Cars,11906.0
Vehicles Licensed for the First Time,2014 February,New Goods Vehicles,1620.0
Vehicles Licensed for the First Time,2014 February,New Tractors,217.0
Vehicles Licensed for the First Time,2014 February,New Motor Cycles,64.0
Vehicles Licensed for the First Time,2014 February,New Exempt Vehicles,608.0
Vehicles Licensed for the First Time,2014 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",132.0
Vehicles Licensed for the First Time,2014 February,Secondhand Vehicles,5872.0
Vehicles Licensed for the First Time,2014 February,Secondhand Private Cars,4537.0
Vehicles Licensed for the First Time,2014 February,Secondhand Goods Vehicles,695.0
Vehicles Licensed for the First Time,2014 February,Secondhand Tractors,222.0
Vehicles Licensed for the First Time,2014 February,Secondhand Other Vehicles,324.0
Vehicles Licensed for the First Time,2014 February,Secondhand Motor Cycles,94.0
Vehicles Licensed for the First Time,2014 March,All Vehicles,20328.0
Vehicles Licensed for the First Time,2014 March,New Vehicles,13998.0
Vehicles Licensed for the First Time,2014 March,New Private Cars,11485.0
Vehicles Licensed for the First Time,2014 March,New Goods Vehicles,1593.0
Vehicles Licensed for the First Time,2014 March,New Tractors,219.0
Vehicles Licensed for the First Time,2014 March,New Motor Cycles,88.0
Vehicles Licensed for the First Time,2014 March,New Exempt Vehicles,507.0
Vehicles Licensed for the First Time,2014 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",106.0
Vehicles Licensed for the First Time,2014 March,Secondhand Vehicles,6330.0
Vehicles Licensed for the First Time,2014 March,Secondhand Private Cars,4868.0
Vehicles Licensed for the First Time,2014 March,Secondhand Goods Vehicles,739.0
Vehicles Licensed for the First Time,2014 March,Secondhand Tractors,220.0
Vehicles Licensed for the First Time,2014 March,Secondhand Other Vehicles,380.0
Vehicles Licensed for the First Time,2014 March,Secondhand Motor Cycles,123.0
Vehicles Licensed for the First Time,2014 April,All Vehicles,20593.0
Vehicles Licensed for the First Time,2014 April,New Vehicles,14178.0
Vehicles Licensed for the First Time,2014 April,New Private Cars,11757.0
Vehicles Licensed for the First Time,2014 April,New Goods Vehicles,1502.0
Vehicles Licensed for the First Time,2014 April,New Tractors,193.0
Vehicles Licensed for the First Time,2014 April,New Motor Cycles,104.0
Vehicles Licensed for the First Time,2014 April,New Exempt Vehicles,496.0
Vehicles Licensed for the First Time,2014 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",126.0
Vehicles Licensed for the First Time,2014 April,Secondhand Vehicles,6415.0
Vehicles Licensed for the First Time,2014 April,Secondhand Private Cars,4783.0
Vehicles Licensed for the First Time,2014 April,Secondhand Goods Vehicles,861.0
Vehicles Licensed for the First Time,2014 April,Secondhand Tractors,216.0
Vehicles Licensed for the First Time,2014 April,Secondhand Other Vehicles,376.0
Vehicles Licensed for the First Time,2014 April,Secondhand Motor Cycles,179.0
Vehicles Licensed for the First Time,2014 May,All Vehicles,16799.0
Vehicles Licensed for the First Time,2014 May,New Vehicles,10250.0
Vehicles Licensed for the First Time,2014 May,New Private Cars,7767.0
Vehicles Licensed for the First Time,2014 May,New Goods Vehicles,1574.0
Vehicles Licensed for the First Time,2014 May,New Tractors,273.0
Vehicles Licensed for the First Time,2014 May,New Motor Cycles,107.0
Vehicles Licensed for the First Time,2014 May,New Exempt Vehicles,422.0
Vehicles Licensed for the First Time,2014 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",107.0
Vehicles Licensed for the First Time,2014 May,Secondhand Vehicles,6549.0
Vehicles Licensed for the First Time,2014 May,Secondhand Private Cars,4945.0
Vehicles Licensed for the First Time,2014 May,Secondhand Goods Vehicles,743.0
Vehicles Licensed for the First Time,2014 May,Secondhand Tractors,254.0
Vehicles Licensed for the First Time,2014 May,Secondhand Other Vehicles,414.0
Vehicles Licensed for the First Time,2014 May,Secondhand Motor Cycles,193.0
Vehicles Licensed for the First Time,2014 June,All Vehicles,11101.0
Vehicles Licensed for the First Time,2014 June,New Vehicles,5123.0
Vehicles Licensed for the First Time,2014 June,New Private Cars,3390.0
Vehicles Licensed for the First Time,2014 June,New Goods Vehicles,1101.0
Vehicles Licensed for the First Time,2014 June,New Tractors,201.0
Vehicles Licensed for the First Time,2014 June,New Motor Cycles,103.0
Vehicles Licensed for the First Time,2014 June,New Exempt Vehicles,255.0
Vehicles Licensed for the First Time,2014 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",73.0
Vehicles Licensed for the First Time,2014 June,Secondhand Vehicles,5978.0
Vehicles Licensed for the First Time,2014 June,Secondhand Private Cars,4502.0
Vehicles Licensed for the First Time,2014 June,Secondhand Goods Vehicles,687.0
Vehicles Licensed for the First Time,2014 June,Secondhand Tractors,207.0
Vehicles Licensed for the First Time,2014 June,Secondhand Other Vehicles,395.0
Vehicles Licensed for the First Time,2014 June,Secondhand Motor Cycles,187.0
Vehicles Licensed for the First Time,2014 July,All Vehicles,23211.0
Vehicles Licensed for the First Time,2014 July,New Vehicles,16736.0
Vehicles Licensed for the First Time,2014 July,New Private Cars,14037.0
Vehicles Licensed for the First Time,2014 July,New Goods Vehicles,1579.0
Vehicles Licensed for the First Time,2014 July,New Tractors,196.0
Vehicles Licensed for the First Time,2014 July,New Motor Cycles,131.0
Vehicles Licensed for the First Time,2014 July,New Exempt Vehicles,685.0
Vehicles Licensed for the First Time,2014 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",108.0
Vehicles Licensed for the First Time,2014 July,Secondhand Vehicles,6475.0
Vehicles Licensed for the First Time,2014 July,Secondhand Private Cars,4879.0
Vehicles Licensed for the First Time,2014 July,Secondhand Goods Vehicles,751.0
Vehicles Licensed for the First Time,2014 July,Secondhand Tractors,206.0
Vehicles Licensed for the First Time,2014 July,Secondhand Other Vehicles,443.0
Vehicles Licensed for the First Time,2014 July,Secondhand Motor Cycles,196.0
Vehicles Licensed for the First Time,2014 August,All Vehicles,14112.0
Vehicles Licensed for the First Time,2014 August,New Vehicles,8487.0
Vehicles Licensed for the First Time,2014 August,New Private Cars,6201.0
Vehicles Licensed for the First Time,2014 August,New Goods Vehicles,1550.0
Vehicles Licensed for the First Time,2014 August,New Tractors,153.0
Vehicles Licensed for the First Time,2014 August,New Motor Cycles,73.0
Vehicles Licensed for the First Time,2014 August,New Exempt Vehicles,425.0
Vehicles Licensed for the First Time,2014 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",85.0
Vehicles Licensed for the First Time,2014 August,Secondhand Vehicles,5625.0
Vehicles Licensed for the First Time,2014 August,Secondhand Private Cars,4278.0
Vehicles Licensed for the First Time,2014 August,Secondhand Goods Vehicles,629.0
Vehicles Licensed for the First Time,2014 August,Secondhand Tractors,158.0
Vehicles Licensed for the First Time,2014 August,Secondhand Other Vehicles,408.0
Vehicles Licensed for the First Time,2014 August,Secondhand Motor Cycles,152.0
Vehicles Licensed for the First Time,2014 September,All Vehicles,12395.0
Vehicles Licensed for the First Time,2014 September,New Vehicles,6562.0
Vehicles Licensed for the First Time,2014 September,New Private Cars,4376.0
Vehicles Licensed for the First Time,2014 September,New Goods Vehicles,1485.0
Vehicles Licensed for the First Time,2014 September,New Tractors,151.0
Vehicles Licensed for the First Time,2014 September,New Motor Cycles,63.0
Vehicles Licensed for the First Time,2014 September,New Exempt Vehicles,369.0
Vehicles Licensed for the First Time,2014 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",118.0
Vehicles Licensed for the First Time,2014 September,Secondhand Vehicles,5833.0
Vehicles Licensed for the First Time,2014 September,Secondhand Private Cars,4376.0
Vehicles Licensed for the First Time,2014 September,Secondhand Goods Vehicles,785.0
Vehicles Licensed for the First Time,2014 September,Secondhand Tractors,173.0
Vehicles Licensed for the First Time,2014 September,Secondhand Other Vehicles,330.0
Vehicles Licensed for the First Time,2014 September,Secondhand Motor Cycles,169.0
Vehicles Licensed for the First Time,2014 October,All Vehicles,10854.0
Vehicles Licensed for the First Time,2014 October,New Vehicles,5062.0
Vehicles Licensed for the First Time,2014 October,New Private Cars,3082.0
Vehicles Licensed for the First Time,2014 October,New Goods Vehicles,1467.0
Vehicles Licensed for the First Time,2014 October,New Tractors,129.0
Vehicles Licensed for the First Time,2014 October,New Motor Cycles,68.0
Vehicles Licensed for the First Time,2014 October,New Exempt Vehicles,248.0
Vehicles Licensed for the First Time,2014 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",68.0
Vehicles Licensed for the First Time,2014 October,Secondhand Vehicles,5792.0
Vehicles Licensed for the First Time,2014 October,Secondhand Private Cars,4328.0
Vehicles Licensed for the First Time,2014 October,Secondhand Goods Vehicles,862.0
Vehicles Licensed for the First Time,2014 October,Secondhand Tractors,154.0
Vehicles Licensed for the First Time,2014 October,Secondhand Other Vehicles,344.0
Vehicles Licensed for the First Time,2014 October,Secondhand Motor Cycles,104.0
Vehicles Licensed for the First Time,2014 November,All Vehicles,8435.0
Vehicles Licensed for the First Time,2014 November,New Vehicles,2879.0
Vehicles Licensed for the First Time,2014 November,New Private Cars,1465.0
Vehicles Licensed for the First Time,2014 November,New Goods Vehicles,1009.0
Vehicles Licensed for the First Time,2014 November,New Tractors,132.0
Vehicles Licensed for the First Time,2014 November,New Motor Cycles,51.0
Vehicles Licensed for the First Time,2014 November,New Exempt Vehicles,167.0
Vehicles Licensed for the First Time,2014 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",55.0
Vehicles Licensed for the First Time,2014 November,Secondhand Vehicles,5556.0
Vehicles Licensed for the First Time,2014 November,Secondhand Private Cars,4177.0
Vehicles Licensed for the First Time,2014 November,Secondhand Goods Vehicles,792.0
Vehicles Licensed for the First Time,2014 November,Secondhand Tractors,163.0
Vehicles Licensed for the First Time,2014 November,Secondhand Other Vehicles,324.0
Vehicles Licensed for the First Time,2014 November,Secondhand Motor Cycles,100.0
Vehicles Licensed for the First Time,2014 December,All Vehicles,5972.0
Vehicles Licensed for the First Time,2014 December,New Vehicles,1502.0
Vehicles Licensed for the First Time,2014 December,New Private Cars,920.0
Vehicles Licensed for the First Time,2014 December,New Goods Vehicles,384.0
Vehicles Licensed for the First Time,2014 December,New Tractors,70.0
Vehicles Licensed for the First Time,2014 December,New Motor Cycles,20.0
Vehicles Licensed for the First Time,2014 December,New Exempt Vehicles,71.0
Vehicles Licensed for the First Time,2014 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",37.0
Vehicles Licensed for the First Time,2014 December,Secondhand Vehicles,4470.0
Vehicles Licensed for the First Time,2014 December,Secondhand Private Cars,3224.0
Vehicles Licensed for the First Time,2014 December,Secondhand Goods Vehicles,756.0
Vehicles Licensed for the First Time,2014 December,Secondhand Tractors,142.0
Vehicles Licensed for the First Time,2014 December,Secondhand Other Vehicles,263.0
Vehicles Licensed for the First Time,2014 December,Secondhand Motor Cycles,85.0
Vehicles Licensed for the First Time,2015 January,All Vehicles,28318.0
Vehicles Licensed for the First Time,2015 January,New Vehicles,23152.0
Vehicles Licensed for the First Time,2015 January,New Private Cars,20105.0
Vehicles Licensed for the First Time,2015 January,New Goods Vehicles,2050.0
Vehicles Licensed for the First Time,2015 January,New Tractors,197.0
Vehicles Licensed for the First Time,2015 January,New Motor Cycles,115.0
Vehicles Licensed for the First Time,2015 January,New Exempt Vehicles,567.0
Vehicles Licensed for the First Time,2015 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",118.0
Vehicles Licensed for the First Time,2015 January,Secondhand Vehicles,5166.0
Vehicles Licensed for the First Time,2015 January,Secondhand Private Cars,4001.0
Vehicles Licensed for the First Time,2015 January,Secondhand Goods Vehicles,657.0
Vehicles Licensed for the First Time,2015 January,Secondhand Tractors,139.0
Vehicles Licensed for the First Time,2015 January,Secondhand Other Vehicles,285.0
Vehicles Licensed for the First Time,2015 January,Secondhand Motor Cycles,84.0
Vehicles Licensed for the First Time,2015 February,All Vehicles,25010.0
Vehicles Licensed for the First Time,2015 February,New Vehicles,19134.0
Vehicles Licensed for the First Time,2015 February,New Private Cars,15384.0
Vehicles Licensed for the First Time,2015 February,New Goods Vehicles,2560.0
Vehicles Licensed for the First Time,2015 February,New Tractors,172.0
Vehicles Licensed for the First Time,2015 February,New Motor Cycles,75.0
Vehicles Licensed for the First Time,2015 February,New Exempt Vehicles,827.0
Vehicles Licensed for the First Time,2015 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",116.0
Vehicles Licensed for the First Time,2015 February,Secondhand Vehicles,5876.0
Vehicles Licensed for the First Time,2015 February,Secondhand Private Cars,4626.0
Vehicles Licensed for the First Time,2015 February,Secondhand Goods Vehicles,766.0
Vehicles Licensed for the First Time,2015 February,Secondhand Tractors,137.0
Vehicles Licensed for the First Time,2015 February,Secondhand Other Vehicles,261.0
Vehicles Licensed for the First Time,2015 February,Secondhand Motor Cycles,86.0
Vehicles Licensed for the First Time,2015 March,All Vehicles,26614.0
Vehicles Licensed for the First Time,2015 March,New Vehicles,20659.0
Vehicles Licensed for the First Time,2015 March,New Private Cars,17054.0
Vehicles Licensed for the First Time,2015 March,New Goods Vehicles,2490.0
Vehicles Licensed for the First Time,2015 March,New Tractors,223.0
Vehicles Licensed for the First Time,2015 March,New Motor Cycles,139.0
Vehicles Licensed for the First Time,2015 March,New Exempt Vehicles,598.0
Vehicles Licensed for the First Time,2015 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",155.0
Vehicles Licensed for the First Time,2015 March,Secondhand Vehicles,5955.0
Vehicles Licensed for the First Time,2015 March,Secondhand Private Cars,4492.0
Vehicles Licensed for the First Time,2015 March,Secondhand Goods Vehicles,809.0
Vehicles Licensed for the First Time,2015 March,Secondhand Tractors,160.0
Vehicles Licensed for the First Time,2015 March,Secondhand Other Vehicles,346.0
Vehicles Licensed for the First Time,2015 March,Secondhand Motor Cycles,148.0
Vehicles Licensed for the First Time,2015 April,All Vehicles,21826.0
Vehicles Licensed for the First Time,2015 April,New Vehicles,16465.0
Vehicles Licensed for the First Time,2015 April,New Private Cars,13166.0
Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,2327.0
Vehicles Licensed for the First Time,2015 April,New Tractors,158.0
Vehicles Licensed for the First Time,2015 April,New Motor Cycles,142.0
Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,526.0
Vehicles Licensed for the First Time,2015 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",146.0
Vehicles Licensed for the First Time,2015 April,Secondhand Vehicles,5361.0
Vehicles Licensed for the First Time,2015 April,Secondhand Private Cars,3996.0
Vehicles Licensed for the First Time,2015 April,Secondhand Goods Vehicles,782.0
Vehicles Licensed for the First Time,2015 April,Secondhand Tractors,130.0
Vehicles Licensed for the First Time,2015 April,Secondhand Other Vehicles,297.0
Vehicles Licensed for the First Time,2015 April,Secondhand Motor Cycles,156.0
Vehicles Licensed for the First Time,2015 May,All Vehicles,17212.0
Vehicles Licensed for the First Time,2015 May,New Vehicles,12079.0
Vehicles Licensed for the First Time,2015 May,New Private Cars,9027.0
Vehicles Licensed for the First Time,2015 May,New Goods Vehicles,2134.0
Vehicles Licensed for the First Time,2015 May,New Tractors,225.0
Vehicles Licensed for the First Time,2015 May,New Motor Cycles,133.0
Vehicles Licensed for the First Time,2015 May,New Exempt Vehicles,441.0
Vehicles Licensed for the First Time,2015 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",119.0
Vehicles Licensed for the First Time,2015 May,Secondhand Vehicles,5133.0
Vehicles Licensed for the First Time,2015 May,Secondhand Private Cars,3748.0
Vehicles Licensed for the First Time,2015 May,Secondhand Goods Vehicles,680.0
Vehicles Licensed for the First Time,2015 May,Secondhand Tractors,175.0
Vehicles Licensed for the First Time,2015 May,Secondhand Other Vehicles,347.0
Vehicles Licensed for the First Time,2015 May,Secondhand Motor Cycles,183.0
Vehicles Licensed for the First Time,2015 June,All Vehicles,11515.0
Vehicles Licensed for the First Time,2015 June,New Vehicles,6380.0
Vehicles Licensed for the First Time,2015 June,New Private Cars,3924.0
Vehicles Licensed for the First Time,2015 June,New Goods Vehicles,1850.0
Vehicles Licensed for the First Time,2015 June,New Tractors,198.0
Vehicles Licensed for the First Time,2015 June,New Motor Cycles,111.0
Vehicles Licensed for the First Time,2015 June,New Exempt Vehicles,195.0
Vehicles Licensed for the First Time,2015 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",102.0
Vehicles Licensed for the First Time,2015 June,Secondhand Vehicles,5135.0
Vehicles Licensed for the First Time,2015 June,Secondhand Private Cars,3765.0
Vehicles Licensed for the First Time,2015 June,Secondhand Goods Vehicles,683.0
Vehicles Licensed for the First Time,2015 June,Secondhand Tractors,139.0
Vehicles Licensed for the First Time,2015 June,Secondhand Other Vehicles,349.0
Vehicles Licensed for the First Time,2015 June,Secondhand Motor Cycles,199.0
Vehicles Licensed for the First Time,2015 July,All Vehicles,30359.0
Vehicles Licensed for the First Time,2015 July,New Vehicles,24894.0
Vehicles Licensed for the First Time,2015 July,New Private Cars,21290.0
Vehicles Licensed for the First Time,2015 July,New Goods Vehicles,2429.0
Vehicles Licensed for the First Time,2015 July,New Tractors,185.0
Vehicles Licensed for the First Time,2015 July,New Motor Cycles,156.0
Vehicles Licensed for the First Time,2015 July,New Exempt Vehicles,679.0
Vehicles Licensed for the First Time,2015 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",155.0
Vehicles Licensed for the First Time,2015 July,Secondhand Vehicles,5465.0
Vehicles Licensed for the First Time,2015 July,Secondhand Private Cars,4075.0
Vehicles Licensed for the First Time,2015 July,Secondhand Goods Vehicles,739.0
Vehicles Licensed for the First Time,2015 July,Secondhand Tractors,130.0
Vehicles Licensed for the First Time,2015 July,Secondhand Other Vehicles,353.0
Vehicles Licensed for the First Time,2015 July,Secondhand Motor Cycles,168.0
Vehicles Licensed for the First Time,2015 August,All Vehicles,16164.0
Vehicles Licensed for the First Time,2015 August,New Vehicles,11311.0
Vehicles Licensed for the First Time,2015 August,New Private Cars,8572.0
Vehicles Licensed for the First Time,2015 August,New Goods Vehicles,1927.0
Vehicles Licensed for the First Time,2015 August,New Tractors,147.0
Vehicles Licensed for the First Time,2015 August,New Motor Cycles,106.0
Vehicles Licensed for the First Time,2015 August,New Exempt Vehicles,428.0
Vehicles Licensed for the First Time,2015 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",131.0
Vehicles Licensed for the First Time,2015 August,Secondhand Vehicles,4853.0
Vehicles Licensed for the First Time,2015 August,Secondhand Private Cars,3666.0
Vehicles Licensed for the First Time,2015 August,Secondhand Goods Vehicles,602.0
Vehicles Licensed for the First Time,2015 August,Secondhand Tractors,132.0
Vehicles Licensed for the First Time,2015 August,Secondhand Other Vehicles,326.0
Vehicles Licensed for the First Time,2015 August,Secondhand Motor Cycles,127.0
Vehicles Licensed for the First Time,2015 September,All Vehicles,13291.0
Vehicles Licensed for the First Time,2015 September,New Vehicles,8323.0
Vehicles Licensed for the First Time,2015 September,New Private Cars,5924.0
Vehicles Licensed for the First Time,2015 September,New Goods Vehicles,1681.0
Vehicles Licensed for the First Time,2015 September,New Tractors,128.0
Vehicles Licensed for the First Time,2015 September,New Motor Cycles,91.0
Vehicles Licensed for the First Time,2015 September,New Exempt Vehicles,401.0
