Statistic,Month,Sex,Age.Group,Last.Held.Occupation,value
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Managers and administrators,376
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Professional,995
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Associate professional and technical,891
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Clerical and secretarial,1715
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Craft and related,4282
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Personal and protective services,4892
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Sales,6146
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Plant and machine operatives,5776
Persons on the Live Register,2015 November,Both sexes,Under 25 years,Other broad occupational groups,6976
Persons on the Live Register,2015 November,Both sexes,Under 25 years,No occupation,7267
Persons on the Live Register,2015 November,Both sexes,25 years and over,All broad occupational groups,277015
Persons on the Live Register,2015 November,Both sexes,25 years and over,Managers and administrators,13966
Persons on the Live Register,2015 November,Both sexes,25 years and over,Professional,16640
Persons on the Live Register,2015 November,Both sexes,25 years and over,Associate professional and technical,8269
Persons on the Live Register,2015 November,Both sexes,25 years and over,Clerical and secretarial,28898
Persons on the Live Register,2015 November,Both sexes,25 years and over,Craft and related,56286
Persons on the Live Register,2015 November,Both sexes,25 years and over,Personal and protective services,36459
Persons on the Live Register,2015 November,Both sexes,25 years and over,Sales,27692
Persons on the Live Register,2015 November,Both sexes,25 years and over,Plant and machine operatives,44975
Persons on the Live Register,2015 November,Both sexes,25 years and over,Other broad occupational groups,31736
Persons on the Live Register,2015 November,Both sexes,25 years and over,No occupation,12094
Persons on the Live Register,2015 November,Both sexes,All ages,All broad occupational groups,316331
Persons on the Live Register,2015 November,Both sexes,All ages,Managers and administrators,14342
Persons on the Live Register,2015 November,Both sexes,All ages,Professional,17635
Persons on the Live Register,2015 November,Both sexes,All ages,Associate professional and technical,9160
Persons on the Live Register,2015 November,Both sexes,All ages,Clerical and secretarial,30613
Persons on the Live Register,2015 November,Both sexes,All ages,Craft and related,60568
Persons on the Live Register,2015 November,Both sexes,All ages,Personal and protective services,41351
Persons on the Live Register,2015 November,Both sexes,All ages,Sales,33838
Persons on the Live Register,2015 November,Both sexes,All ages,Plant and machine operatives,50751
Persons on the Live Register,2015 November,Both sexes,All ages,Other broad occupational groups,38712
Persons on the Live Register,2015 November,Both sexes,All ages,No occupation,19361
Persons on the Live Register,2015 November,Male,Under 25 years,All broad occupational groups,23228
Persons on the Live Register,2015 November,Male,Under 25 years,Managers and administrators,242
Persons on the Live Register,2015 November,Male,Under 25 years,Professional,533
Persons on the Live Register,2015 November,Male,Under 25 years,Associate professional and technical,597
Persons on the Live Register,2015 November,Male,Under 25 years,Clerical and secretarial,762
Persons on the Live Register,2015 November,Male,Under 25 years,Craft and related,3547
Persons on the Live Register,2015 November,Male,Under 25 years,Personal and protective services,1460
Persons on the Live Register,2015 November,Male,Under 25 years,Sales,2792
Persons on the Live Register,2015 November,Male,Under 25 years,Plant and machine operatives,4107
Persons on the Live Register,2015 November,Male,Under 25 years,Other broad occupational groups,4751
Persons on the Live Register,2015 November,Male,Under 25 years,No occupation,4437
Persons on the Live Register,2015 November,Male,25 years and over,All broad occupational groups,164814
Persons on the Live Register,2015 November,Male,25 years and over,Managers and administrators,8012
Persons on the Live Register,2015 November,Male,25 years and over,Professional,7570
Persons on the Live Register,2015 November,Male,25 years and over,Associate professional and technical,4551
Persons on the Live Register,2015 November,Male,25 years and over,Clerical and secretarial,7484
Persons on the Live Register,2015 November,Male,25 years and over,Craft and related,50498
Persons on the Live Register,2015 November,Male,25 years and over,Personal and protective services,12180
Persons on the Live Register,2015 November,Male,25 years and over,Sales,9701
Persons on the Live Register,2015 November,Male,25 years and over,Plant and machine operatives,33447
Persons on the Live Register,2015 November,Male,25 years and over,Other broad occupational groups,24309
Persons on the Live Register,2015 November,Male,25 years and over,No occupation,7062
Persons on the Live Register,2015 November,Male,All ages,All broad occupational groups,188042
Persons on the Live Register,2015 November,Male,All ages,Managers and administrators,8254
Persons on the Live Register,2015 November,Male,All ages,Professional,8103
Persons on the Live Register,2015 November,Male,All ages,Associate professional and technical,5148
Persons on the Live Register,2015 November,Male,All ages,Clerical and secretarial,8246
Persons on the Live Register,2015 November,Male,All ages,Craft and related,54045
Persons on the Live Register,2015 November,Male,All ages,Personal and protective services,13640
Persons on the Live Register,2015 November,Male,All ages,Sales,12493
Persons on the Live Register,2015 November,Male,All ages,Plant and machine operatives,37554
Persons on the Live Register,2015 November,Male,All ages,Other broad occupational groups,29060
Persons on the Live Register,2015 November,Male,All ages,No occupation,11499
Persons on the Live Register,2015 November,Female,Under 25 years,All broad occupational groups,16088
Persons on the Live Register,2015 November,Female,Under 25 years,Managers and administrators,134
Persons on the Live Register,2015 November,Female,Under 25 years,Professional,462
Persons on the Live Register,2015 November,Female,Under 25 years,Associate professional and technical,294
Persons on the Live Register,2015 November,Female,Under 25 years,Clerical and secretarial,953
Persons on the Live Register,2015 November,Female,Under 25 years,Craft and related,735
Persons on the Live Register,2015 November,Female,Under 25 years,Personal and protective services,3432
Persons on the Live Register,2015 November,Female,Under 25 years,Sales,3354
Persons on the Live Register,2015 November,Female,Under 25 years,Plant and machine operatives,1669
Persons on the Live Register,2015 November,Female,Under 25 years,Other broad occupational groups,2225
Persons on the Live Register,2015 November,Female,Under 25 years,No occupation,2830
Persons on the Live Register,2015 November,Female,25 years and over,All broad occupational groups,112201
Persons on the Live Register,2015 November,Female,25 years and over,Managers and administrators,5954
Persons on the Live Register,2015 November,Female,25 years and over,Professional,9070
Persons on the Live Register,2015 November,Female,25 years and over,Associate professional and technical,3718
Persons on the Live Register,2015 November,Female,25 years and over,Clerical and secretarial,21414
Persons on the Live Register,2015 November,Female,25 years and over,Craft and related,5788
Persons on the Live Register,2015 November,Female,25 years and over,Personal and protective services,24279
Persons on the Live Register,2015 November,Female,25 years and over,Sales,17991
Persons on the Live Register,2015 November,Female,25 years and over,Plant and machine operatives,11528
Persons on the Live Register,2015 November,Female,25 years and over,Other broad occupational groups,7427
Persons on the Live Register,2015 November,Female,25 years and over,No occupation,5032
Persons on the Live Register,2015 November,Female,All ages,All broad occupational groups,128289
Persons on the Live Register,2015 November,Female,All ages,Managers and administrators,6088
Persons on the Live Register,2015 November,Female,All ages,Professional,9532
Persons on the Live Register,2015 November,Female,All ages,Associate professional and technical,4012
Persons on the Live Register,2015 November,Female,All ages,Clerical and secretarial,22367
Persons on the Live Register,2015 November,Female,All ages,Craft and related,6523
Persons on the Live Register,2015 November,Female,All ages,Personal and protective services,27711
Persons on the Live Register,2015 November,Female,All ages,Sales,21345
Persons on the Live Register,2015 November,Female,All ages,Plant and machine operatives,13197
Persons on the Live Register,2015 November,Female,All ages,Other broad occupational groups,9652
Persons on the Live Register,2015 November,Female,All ages,No occupation,7862
Persons on the Live Register,2015 December,Both sexes,Under 25 years,All broad occupational groups,38688
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Managers and administrators,361
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Professional,961
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Associate professional and technical,848
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Clerical and secretarial,1698
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Craft and related,4367
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Personal and protective services,4807
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Sales,5899
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Plant and machine operatives,5778
Persons on the Live Register,2015 December,Both sexes,Under 25 years,Other broad occupational groups,6839
Persons on the Live Register,2015 December,Both sexes,Under 25 years,No occupation,7130
Persons on the Live Register,2015 December,Both sexes,25 years and over,All broad occupational groups,282685
Persons on the Live Register,2015 December,Both sexes,25 years and over,Managers and administrators,14155
Persons on the Live Register,2015 December,Both sexes,25 years and over,Professional,17325
Persons on the Live Register,2015 December,Both sexes,25 years and over,Associate professional and technical,8389
Persons on the Live Register,2015 December,Both sexes,25 years and over,Clerical and secretarial,30372
Persons on the Live Register,2015 December,Both sexes,25 years and over,Craft and related,57248
Persons on the Live Register,2015 December,Both sexes,25 years and over,Personal and protective services,37135
Persons on the Live Register,2015 December,Both sexes,25 years and over,Sales,27615
Persons on the Live Register,2015 December,Both sexes,25 years and over,Plant and machine operatives,46136
Persons on the Live Register,2015 December,Both sexes,25 years and over,Other broad occupational groups,32150
Persons on the Live Register,2015 December,Both sexes,25 years and over,No occupation,12160
Persons on the Live Register,2015 December,Both sexes,All ages,All broad occupational groups,321373
Persons on the Live Register,2015 December,Both sexes,All ages,Managers and administrators,14516
Persons on the Live Register,2015 December,Both sexes,All ages,Professional,18286
Persons on the Live Register,2015 December,Both sexes,All ages,Associate professional and technical,9237
Persons on the Live Register,2015 December,Both sexes,All ages,Clerical and secretarial,32070
Persons on the Live Register,2015 December,Both sexes,All ages,Craft and related,61615
Persons on the Live Register,2015 December,Both sexes,All ages,Personal and protective services,41942
Persons on the Live Register,2015 December,Both sexes,All ages,Sales,33514
Persons on the Live Register,2015 December,Both sexes,All ages,Plant and machine operatives,51914
Persons on the Live Register,2015 December,Both sexes,All ages,Other broad occupational groups,38989
Persons on the Live Register,2015 December,Both sexes,All ages,No occupation,19290
Persons on the Live Register,2015 December,Male,Under 25 years,All broad occupational groups,23142
Persons on the Live Register,2015 December,Male,Under 25 years,Managers and administrators,231
Persons on the Live Register,2015 December,Male,Under 25 years,Professional,528
Persons on the Live Register,2015 December,Male,Under 25 years,Associate professional and technical,567
Persons on the Live Register,2015 December,Male,Under 25 years,Clerical and secretarial,766
Persons on the Live Register,2015 December,Male,Under 25 years,Craft and related,3640
Persons on the Live Register,2015 December,Male,Under 25 years,Personal and protective services,1462
Persons on the Live Register,2015 December,Male,Under 25 years,Sales,2713
Persons on the Live Register,2015 December,Male,Under 25 years,Plant and machine operatives,4167
Persons on the Live Register,2015 December,Male,Under 25 years,Other broad occupational groups,4684
Persons on the Live Register,2015 December,Male,Under 25 years,No occupation,4384
Persons on the Live Register,2015 December,Male,25 years and over,All broad occupational groups,167968
Persons on the Live Register,2015 December,Male,25 years and over,Managers and administrators,8087
Persons on the Live Register,2015 December,Male,25 years and over,Professional,7780
Persons on the Live Register,2015 December,Male,25 years and over,Associate professional and technical,4665
Persons on the Live Register,2015 December,Male,25 years and over,Clerical and secretarial,7746
Persons on the Live Register,2015 December,Male,25 years and over,Craft and related,51347
Persons on the Live Register,2015 December,Male,25 years and over,Personal and protective services,12320
Persons on the Live Register,2015 December,Male,25 years and over,Sales,9685
Persons on the Live Register,2015 December,Male,25 years and over,Plant and machine operatives,34497
Persons on the Live Register,2015 December,Male,25 years and over,Other broad occupational groups,24707
Persons on the Live Register,2015 December,Male,25 years and over,No occupation,7134
Persons on the Live Register,2015 December,Male,All ages,All broad occupational groups,191110
Persons on the Live Register,2015 December,Male,All ages,Managers and administrators,8318
Persons on the Live Register,2015 December,Male,All ages,Professional,8308
Persons on the Live Register,2015 December,Male,All ages,Associate professional and technical,5232
Persons on the Live Register,2015 December,Male,All ages,Clerical and secretarial,8512
Persons on the Live Register,2015 December,Male,All ages,Craft and related,54987
Persons on the Live Register,2015 December,Male,All ages,Personal and protective services,13782
Persons on the Live Register,2015 December,Male,All ages,Sales,12398
Persons on the Live Register,2015 December,Male,All ages,Plant and machine operatives,38664
Persons on the Live Register,2015 December,Male,All ages,Other broad occupational groups,29391
Persons on the Live Register,2015 December,Male,All ages,No occupation,11518
Persons on the Live Register,2015 December,Female,Under 25 years,All broad occupational groups,15546
Persons on the Live Register,2015 December,Female,Under 25 years,Managers and administrators,130
Persons on the Live Register,2015 December,Female,Under 25 years,Professional,433
Persons on the Live Register,2015 December,Female,Under 25 years,Associate professional and technical,281
Persons on the Live Register,2015 December,Female,Under 25 years,Clerical and secretarial,932
Persons on the Live Register,2015 December,Female,Under 25 years,Craft and related,727
Persons on the Live Register,2015 December,Female,Under 25 years,Personal and protective services,3345
Persons on the Live Register,2015 December,Female,Under 25 years,Sales,3186
Persons on the Live Register,2015 December,Female,Under 25 years,Plant and machine operatives,1611
Persons on the Live Register,2015 December,Female,Under 25 years,Other broad occupational groups,2155
Persons on the Live Register,2015 December,Female,Under 25 years,No occupation,2746
Persons on the Live Register,2015 December,Female,25 years and over,All broad occupational groups,114717
Persons on the Live Register,2015 December,Female,25 years and over,Managers and administrators,6068
Persons on the Live Register,2015 December,Female,25 years and over,Professional,9545
Persons on the Live Register,2015 December,Female,25 years and over,Associate professional and technical,3724
Persons on the Live Register,2015 December,Female,25 years and over,Clerical and secretarial,22626
Persons on the Live Register,2015 December,Female,25 years and over,Craft and related,5901
Persons on the Live Register,2015 December,Female,25 years and over,Personal and protective services,24815
Persons on the Live Register,2015 December,Female,25 years and over,Sales,17930
Persons on the Live Register,2015 December,Female,25 years and over,Plant and machine operatives,11639
Persons on the Live Register,2015 December,Female,25 years and over,Other broad occupational groups,7443
Persons on the Live Register,2015 December,Female,25 years and over,No occupation,5026
Persons on the Live Register,2015 December,Female,All ages,All broad occupational groups,130263
Persons on the Live Register,2015 December,Female,All ages,Managers and administrators,6198
Persons on the Live Register,2015 December,Female,All ages,Professional,9978
Persons on the Live Register,2015 December,Female,All ages,Associate professional and technical,4005
Persons on the Live Register,2015 December,Female,All ages,Clerical and secretarial,23558
Persons on the Live Register,2015 December,Female,All ages,Craft and related,6628
Persons on the Live Register,2015 December,Female,All ages,Personal and protective services,28160
Persons on the Live Register,2015 December,Female,All ages,Sales,21116
Persons on the Live Register,2015 December,Female,All ages,Plant and machine operatives,13250
Persons on the Live Register,2015 December,Female,All ages,Other broad occupational groups,9598
Persons on the Live Register,2015 December,Female,All ages,No occupation,7772
Persons on the Live Register,2016 January,Both sexes,Under 25 years,All broad occupational groups,39751
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Managers and administrators,373
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Professional,903
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Associate professional and technical,845
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Clerical and secretarial,1770
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Craft and related,4474
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Personal and protective services,4947
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Sales,6495
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Plant and machine operatives,6058
Persons on the Live Register,2016 January,Both sexes,Under 25 years,Other broad occupational groups,6801
Persons on the Live Register,2016 January,Both sexes,Under 25 years,No occupation,7085
Persons on the Live Register,2016 January,Both sexes,25 years and over,All broad occupational groups,281762
Persons on the Live Register,2016 January,Both sexes,25 years and over,Managers and administrators,14103
Persons on the Live Register,2016 January,Both sexes,25 years and over,Professional,16713
Persons on the Live Register,2016 January,Both sexes,25 years and over,Associate professional and technical,8390
Persons on the Live Register,2016 January,Both sexes,25 years and over,Clerical and secretarial,29133
Persons on the Live Register,2016 January,Both sexes,25 years and over,Craft and related,57417
Persons on the Live Register,2016 January,Both sexes,25 years and over,Personal and protective services,37324
Persons on the Live Register,2016 January,Both sexes,25 years and over,Sales,28046
Persons on the Live Register,2016 January,Both sexes,25 years and over,Plant and machine operatives,46424
Persons on the Live Register,2016 January,Both sexes,25 years and over,Other broad occupational groups,32096
Persons on the Live Register,2016 January,Both sexes,25 years and over,No occupation,12116
Persons on the Live Register,2016 January,Both sexes,All ages,All broad occupational groups,321513
Persons on the Live Register,2016 January,Both sexes,All ages,Managers and administrators,14476
Persons on the Live Register,2016 January,Both sexes,All ages,Professional,17616
Persons on the Live Register,2016 January,Both sexes,All ages,Associate professional and technical,9235
Persons on the Live Register,2016 January,Both sexes,All ages,Clerical and secretarial,30903
Persons on the Live Register,2016 January,Both sexes,All ages,Craft and related,61891
Persons on the Live Register,2016 January,Both sexes,All ages,Personal and protective services,42271
Persons on the Live Register,2016 January,Both sexes,All ages,Sales,34541
Persons on the Live Register,2016 January,Both sexes,All ages,Plant and machine operatives,52482
Persons on the Live Register,2016 January,Both sexes,All ages,Other broad occupational groups,38897
Persons on the Live Register,2016 January,Both sexes,All ages,No occupation,19201
Persons on the Live Register,2016 January,Male,Under 25 years,All broad occupational groups,23727
Persons on the Live Register,2016 January,Male,Under 25 years,Managers and administrators,247
Persons on the Live Register,2016 January,Male,Under 25 years,Professional,515
Persons on the Live Register,2016 January,Male,Under 25 years,Associate professional and technical,557
Persons on the Live Register,2016 January,Male,Under 25 years,Clerical and secretarial,796
Persons on the Live Register,2016 January,Male,Under 25 years,Craft and related,3691
Persons on the Live Register,2016 January,Male,Under 25 years,Personal and protective services,1514
Persons on the Live Register,2016 January,Male,Under 25 years,Sales,2973
Persons on the Live Register,2016 January,Male,Under 25 years,Plant and machine operatives,4386
Persons on the Live Register,2016 January,Male,Under 25 years,Other broad occupational groups,4658
Persons on the Live Register,2016 January,Male,Under 25 years,No occupation,4390
Persons on the Live Register,2016 January,Male,25 years and over,All broad occupational groups,167904
Persons on the Live Register,2016 January,Male,25 years and over,Managers and administrators,8038
Persons on the Live Register,2016 January,Male,25 years and over,Professional,7621
Persons on the Live Register,2016 January,Male,25 years and over,Associate professional and technical,4637
Persons on the Live Register,2016 January,Male,25 years and over,Clerical and secretarial,7508
Persons on the Live Register,2016 January,Male,25 years and over,Craft and related,51343
Persons on the Live Register,2016 January,Male,25 years and over,Personal and protective services,12507
Persons on the Live Register,2016 January,Male,25 years and over,Sales,9834
Persons on the Live Register,2016 January,Male,25 years and over,Plant and machine operatives,34678
Persons on the Live Register,2016 January,Male,25 years and over,Other broad occupational groups,24627
Persons on the Live Register,2016 January,Male,25 years and over,No occupation,7111
Persons on the Live Register,2016 January,Male,All ages,All broad occupational groups,191631
Persons on the Live Register,2016 January,Male,All ages,Managers and administrators,8285
Persons on the Live Register,2016 January,Male,All ages,Professional,8136
Persons on the Live Register,2016 January,Male,All ages,Associate professional and technical,5194
Persons on the Live Register,2016 January,Male,All ages,Clerical and secretarial,8304
Persons on the Live Register,2016 January,Male,All ages,Craft and related,55034
Persons on the Live Register,2016 January,Male,All ages,Personal and protective services,14021
Persons on the Live Register,2016 January,Male,All ages,Sales,12807
Persons on the Live Register,2016 January,Male,All ages,Plant and machine operatives,39064
Persons on the Live Register,2016 January,Male,All ages,Other broad occupational groups,29285
Persons on the Live Register,2016 January,Male,All ages,No occupation,11501
Persons on the Live Register,2016 January,Female,Under 25 years,All broad occupational groups,16024
Persons on the Live Register,2016 January,Female,Under 25 years,Managers and administrators,126
Persons on the Live Register,2016 January,Female,Under 25 years,Professional,388
Persons on the Live Register,2016 January,Female,Under 25 years,Associate professional and technical,288
Persons on the Live Register,2016 January,Female,Under 25 years,Clerical and secretarial,974
Persons on the Live Register,2016 January,Female,Under 25 years,Craft and related,783
Persons on the Live Register,2016 January,Female,Under 25 years,Personal and protective services,3433
Persons on the Live Register,2016 January,Female,Under 25 years,Sales,3522
Persons on the Live Register,2016 January,Female,Under 25 years,Plant and machine operatives,1672
Persons on the Live Register,2016 January,Female,Under 25 years,Other broad occupational groups,2143
Persons on the Live Register,2016 January,Female,Under 25 years,No occupation,2695
Persons on the Live Register,2016 January,Female,25 years and over,All broad occupational groups,113858
Persons on the Live Register,2016 January,Female,25 years and over,Managers and administrators,6065
Persons on the Live Register,2016 January,Female,25 years and over,Professional,9092
Persons on the Live Register,2016 January,Female,25 years and over,Associate professional and technical,3753
Persons on the Live Register,2016 January,Female,25 years and over,Clerical and secretarial,21625
Persons on the Live Register,2016 January,Female,25 years and over,Craft and related,6074
Persons on the Live Register,2016 January,Female,25 years and over,Personal and protective services,24817
Persons on the Live Register,2016 January,Female,25 years and over,Sales,18212
Persons on the Live Register,2016 January,Female,25 years and over,Plant and machine operatives,11746
Persons on the Live Register,2016 January,Female,25 years and over,Other broad occupational groups,7469
Persons on the Live Register,2016 January,Female,25 years and over,No occupation,5005
Persons on the Live Register,2016 January,Female,All ages,All broad occupational groups,129882
Persons on the Live Register,2016 January,Female,All ages,Managers and administrators,6191
Persons on the Live Register,2016 January,Female,All ages,Professional,9480
Persons on the Live Register,2016 January,Female,All ages,Associate professional and technical,4041
Persons on the Live Register,2016 January,Female,All ages,Clerical and secretarial,22599
Persons on the Live Register,2016 January,Female,All ages,Craft and related,6857
Persons on the Live Register,2016 January,Female,All ages,Personal and protective services,28250
Persons on the Live Register,2016 January,Female,All ages,Sales,21734
Persons on the Live Register,2016 January,Female,All ages,Plant and machine operatives,13418
Persons on the Live Register,2016 January,Female,All ages,Other broad occupational groups,9612
Persons on the Live Register,2016 January,Female,All ages,No occupation,7700
Persons on the Live Register,2016 February,Both sexes,Under 25 years,All broad occupational groups,39748
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Managers and administrators,351
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Professional,869
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Associate professional and technical,789
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Clerical and secretarial,1766
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Craft and related,4466
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Personal and protective services,4932
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Sales,6747
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Plant and machine operatives,6150
Persons on the Live Register,2016 February,Both sexes,Under 25 years,Other broad occupational groups,6631
Persons on the Live Register,2016 February,Both sexes,Under 25 years,No occupation,7047
Persons on the Live Register,2016 February,Both sexes,25 years and over,All broad occupational groups,279701
Persons on the Live Register,2016 February,Both sexes,25 years and over,Managers and administrators,14026
Persons on the Live Register,2016 February,Both sexes,25 years and over,Professional,16563
Persons on the Live Register,2016 February,Both sexes,25 years and over,Associate professional and technical,8380
Persons on the Live Register,2016 February,Both sexes,25 years and over,Clerical and secretarial,28887
Persons on the Live Register,2016 February,Both sexes,25 years and over,Craft and related,57037
Persons on the Live Register,2016 February,Both sexes,25 years and over,Personal and protective services,37058
Persons on the Live Register,2016 February,Both sexes,25 years and over,Sales,28200
Persons on the Live Register,2016 February,Both sexes,25 years and over,Plant and machine operatives,45906
Persons on the Live Register,2016 February,Both sexes,25 years and over,Other broad occupational groups,31759
Persons on the Live Register,2016 February,Both sexes,25 years and over,No occupation,11885
Persons on the Live Register,2016 February,Both sexes,All ages,All broad occupational groups,319449
Persons on the Live Register,2016 February,Both sexes,All ages,Managers and administrators,14377
Persons on the Live Register,2016 February,Both sexes,All ages,Professional,17432
Persons on the Live Register,2016 February,Both sexes,All ages,Associate professional and technical,9169
Persons on the Live Register,2016 February,Both sexes,All ages,Clerical and secretarial,30653
Persons on the Live Register,2016 February,Both sexes,All ages,Craft and related,61503
Persons on the Live Register,2016 February,Both sexes,All ages,Personal and protective services,41990
Persons on the Live Register,2016 February,Both sexes,All ages,Sales,34947
Persons on the Live Register,2016 February,Both sexes,All ages,Plant and machine operatives,52056
Persons on the Live Register,2016 February,Both sexes,All ages,Other broad occupational groups,38390
Persons on the Live Register,2016 February,Both sexes,All ages,No occupation,18932
Persons on the Live Register,2016 February,Male,Under 25 years,All broad occupational groups,23664
Persons on the Live Register,2016 February,Male,Under 25 years,Managers and administrators,229
Persons on the Live Register,2016 February,Male,Under 25 years,Professional,486
Persons on the Live Register,2016 February,Male,Under 25 years,Associate professional and technical,526
Persons on the Live Register,2016 February,Male,Under 25 years,Clerical and secretarial,806
Persons on the Live Register,2016 February,Male,Under 25 years,Craft and related,3659
Persons on the Live Register,2016 February,Male,Under 25 years,Personal and protective services,1488
Persons on the Live Register,2016 February,Male,Under 25 years,Sales,3078
Persons on the Live Register,2016 February,Male,Under 25 years,Plant and machine operatives,4448
Persons on the Live Register,2016 February,Male,Under 25 years,Other broad occupational groups,4558
Persons on the Live Register,2016 February,Male,Under 25 years,No occupation,4386
Persons on the Live Register,2016 February,Male,25 years and over,All broad occupational groups,166456
Persons on the Live Register,2016 February,Male,25 years and over,Managers and administrators,8006
Persons on the Live Register,2016 February,Male,25 years and over,Professional,7543
Persons on the Live Register,2016 February,Male,25 years and over,Associate professional and technical,4646
Persons on the Live Register,2016 February,Male,25 years and over,Clerical and secretarial,7480
Persons on the Live Register,2016 February,Male,25 years and over,Craft and related,50947
Persons on the Live Register,2016 February,Male,25 years and over,Personal and protective services,12444
Persons on the Live Register,2016 February,Male,25 years and over,Sales,9846
Persons on the Live Register,2016 February,Male,25 years and over,Plant and machine operatives,34234
Persons on the Live Register,2016 February,Male,25 years and over,Other broad occupational groups,24328
Persons on the Live Register,2016 February,Male,25 years and over,No occupation,6982
Persons on the Live Register,2016 February,Male,All ages,All broad occupational groups,190120
Persons on the Live Register,2016 February,Male,All ages,Managers and administrators,8235
Persons on the Live Register,2016 February,Male,All ages,Professional,8029
Persons on the Live Register,2016 February,Male,All ages,Associate professional and technical,5172
Persons on the Live Register,2016 February,Male,All ages,Clerical and secretarial,8286
Persons on the Live Register,2016 February,Male,All ages,Craft and related,54606
Persons on the Live Register,2016 February,Male,All ages,Personal and protective services,13932
Persons on the Live Register,2016 February,Male,All ages,Sales,12924
Persons on the Live Register,2016 February,Male,All ages,Plant and machine operatives,38682
Persons on the Live Register,2016 February,Male,All ages,Other broad occupational groups,28886
Persons on the Live Register,2016 February,Male,All ages,No occupation,11368
Persons on the Live Register,2016 February,Female,Under 25 years,All broad occupational groups,16084
Persons on the Live Register,2016 February,Female,Under 25 years,Managers and administrators,122
Persons on the Live Register,2016 February,Female,Under 25 years,Professional,383
Persons on the Live Register,2016 February,Female,Under 25 years,Associate professional and technical,263
Persons on the Live Register,2016 February,Female,Under 25 years,Clerical and secretarial,960
Persons on the Live Register,2016 February,Female,Under 25 years,Craft and related,807
Persons on the Live Register,2016 February,Female,Under 25 years,Personal and protective services,3444
Persons on the Live Register,2016 February,Female,Under 25 years,Sales,3669
Persons on the Live Register,2016 February,Female,Under 25 years,Plant and machine operatives,1702
Persons on the Live Register,2016 February,Female,Under 25 years,Other broad occupational groups,2073
Persons on the Live Register,2016 February,Female,Under 25 years,No occupation,2661
Persons on the Live Register,2016 February,Female,25 years and over,All broad occupational groups,113245
Persons on the Live Register,2016 February,Female,25 years and over,Managers and administrators,6020
Persons on the Live Register,2016 February,Female,25 years and over,Professional,9020
Persons on the Live Register,2016 February,Female,25 years and over,Associate professional and technical,3734
Persons on the Live Register,2016 February,Female,25 years and over,Clerical and secretarial,21407
Persons on the Live Register,2016 February,Female,25 years and over,Craft and related,6090
Persons on the Live Register,2016 February,Female,25 years and over,Personal and protective services,24614
Persons on the Live Register,2016 February,Female,25 years and over,Sales,18354
Persons on the Live Register,2016 February,Female,25 years and over,Plant and machine operatives,11672
Persons on the Live Register,2016 February,Female,25 years and over,Other broad occupational groups,7431
Persons on the Live Register,2016 February,Female,25 years and over,No occupation,4903
Persons on the Live Register,2016 February,Female,All ages,All broad occupational groups,129329
Persons on the Live Register,2016 February,Female,All ages,Managers and administrators,6142
Persons on the Live Register,2016 February,Female,All ages,Professional,9403
Persons on the Live Register,2016 February,Female,All ages,Associate professional and technical,3997
Persons on the Live Register,2016 February,Female,All ages,Clerical and secretarial,22367
Persons on the Live Register,2016 February,Female,All ages,Craft and related,6897
Persons on the Live Register,2016 February,Female,All ages,Personal and protective services,28058
Persons on the Live Register,2016 February,Female,All ages,Sales,22023
Persons on the Live Register,2016 February,Female,All ages,Plant and machine operatives,13374
Persons on the Live Register,2016 February,Female,All ages,Other broad occupational groups,9504
Persons on the Live Register,2016 February,Female,All ages,No occupation,7564
Persons on the Live Register,2016 March,Both sexes,Under 25 years,All broad occupational groups,38376
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Managers and administrators,337
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Professional,879
